site,Plot ID,Plot ID_input,Plant ID,Plant No. in plot,Leaf No. (n),"Leaf Length, L(n), >2.5cm","L(n+1), <2.5cm",Leaf No. (n),"Leaf Length, L(n), >2.5cm","L(n+1), <2.5cm",Leaf No. (n),"Leaf Length, L(n), >2.5cm","L(n+1), <2.5cm",PIT1,PIT2,PIT3,Planting Date,T1 Date,T2Date,T3Date,T1 (DAP),T2(DAP),T3(DAP)
2,426,,P1,,3,9.8,2.2,5,6.5,2.4,8,3.5,1.2,3.9144312,5.959027778,8.314330362,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,426,,P2,,4,8.5,0.6,6,2.7,0.8,8,2.7,1,4.461646695,6.063269761,8.07748392,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,426,,P3,,3,7.8,1.5,5,5.7,1.3,7,5.8,1.3,3.690156825,5.557590405,7.562735378,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,427,,P1,,4,8,0.6,,,,,,,4.449046656,#NUM!,#NUM!,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,427,,P2,,3,11.5,2.4,6,2.8,0.8,7,4.3,1.4,3.973946927,6.090462991,7.483293479,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,427,,P3,,3,4.5,0.5,5,2.9,0.6,6,9.1,2.3,3.26751324,5.094202843,6.939374936,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,428,,P1,,4,8,0.7,5,6.9,2.3,6,9.3,2.4,4.477461081,5.924102789,6.969862962,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,428,,P2,,3,6.9,1.2,5,3.3,0.8,6,6.7,2.3,3.58039719,5.195920114,6.92201484,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,428,,P3,,2,8.8,1.8,4,5.8,1.6,6,5.2,1,2.792998551,4.653464599,6.44422046,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,429,,P1,,3,5.9,0.8,5,3,0.7,,,,3.429739943,5.12528218,#NUM!,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,429,,P2,,3,4.3,0.5,4,5.9,1.1,5,10.8,1.6,3.252037279,4.511216992,5.76628585,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,429,,P3,,2,6.3,0.6,3,7.3,1.1,4,9.3,1.7,2.393071628,3.566207283,4.773057771,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,430,,P1,,2,8.3,1.9,4,4.5,1.2,5,8.9,2.3,2.813865611,4.444701394,5.938379269,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,430,,P2,,2,9.9,2.3,4,5,1.5,5,7.3,1.2,2.942874661,4.575716642,5.593493373,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,430,,P3,,3,3.5,0.4,4,5.6,1.2,5,9.3,1.8,3.155123977,4.523534332,5.799964366,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,431,,P1,,3,6.6,1.1,6,2.3,0.6,6,3,0.8,3.54180203,5.937947866,6.137938908,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,431,,P2,,4,2.7,0.6,5,6.8,1.7,6,4.9,1.2,4.051168272,5.721803326,6.478312563,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,431,,P3,,3,5.4,0.7,5,3.2,0.8,6,6.3,1.7,3.376936058,5.178071905,6.705583491,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,432,,P1,,3,4,0.9,4,7,1.4,5,4.7,1.6,3.315088722,4.639738513,5.585835066,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,432,,P2,,3,8.2,1.7,5,4.8,1.2,5,3.2,0.9,3.754902425,5.470553155,5.194606128,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,432,,P3,,3,2.9,0.3,4,5,0.9,5,4.7,1.2,3.065421202,4.404214961,5.462388545,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,433,,P1,,3,3,0.4,5,2.7,1,6,3.8,1.8,3.090486517,5.07748392,6.560361703,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,433,,P2,,3,6.2,1.6,5,5,1.2,6,5.5,2,3.670526351,5.485697734,6.779415431,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,433,,P3,,3,4.7,1.3,5,3,1.6,6,4.5,1.5,3.491186305,5.290039843,6.535026479,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,434,,P1,,4,2.7,1.1,6,2.7,0.6,7,3.1,1.5,4.085708293,6.051168272,7.296322379,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,434,,P2,,3,4.7,1.2,5,3,0.5,6,4.5,1,3.462388545,5.101755598,6.390795491,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,434,,P3,,3,8.8,2,5,7.3,2.1,7,3,1.2,3.849390613,5.860062438,7.198977847,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,435,,P1,,2,8.1,2.3,4,6.2,2.1,6,3.5,1.5,2.933769187,4.83895117,6.397112105,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,435,,P2,,3,6.2,1.4,5,5.7,1.7,7,2.8,1,3.61035721,5.681227978,7.11006852,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,435,,P3,,3,8.5,0.9,5,2.6,0.8,6,3,1.5,3.545007968,5.033275821,6.263034406,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,436,,P1,,3,4,0.9,5,3,0.7,6,3.3,0.5,3.315088722,5.12528218,6.147123206,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,436,,P2,,3,2.8,0.4,4,7,1.6,5,6.5,2.2,3.058239424,4.697618313,5.882001216,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,436,,P3,,3,3.2,0.7,4,8.9,1.8,5,5.5,1,3.162426566,4.794462028,5.462506668,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,437,,P1,,3,2.7,0.4,4,6.7,2,5,6,2,3.040303393,4.815425252,5.796885986,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,437,,P2,,3,3.9,1,5,2.6,0.4,6,3.5,1.5,3.326740252,5.02095345,6.397112105,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,437,,P3,,3,2.6,0.4,4,5.6,1.7,5,6,2,3.02095345,4.676495197,5.796885986,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,438,,P1,,3,5.8,0.8,4,9.8,2.3,5,7,2,3.424819062,4.942474545,5.821878873,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,438,,P2,,3,6.5,1.3,5,5.7,1.2,6,5,1.1,3.593692641,5.528946693,6.457786464,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,438,,P3,,3,8.7,2.4,5,7.3,1.9,6,6,0.5,3.968302319,5.796112427,6.352314538,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,439,,P1,,4,8,0.6,5,7.5,1.8,6,7,0.5,4.449046656,5.769812696,6.390146665,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,439,,P2,,3,7.1,2,5,5.9,1.9,6,7,1,3.823873102,5.757799649,6.529119712,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,439,,P3,,3,8.1,2.3,5,7.3,1.9,,,,3.933769187,5.796112427,#NUM!,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,440,,P1,,4,6.3,2,7,2.7,0.6,8,3,0.5,4.805522857,7.051168272,8.101755598,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,440,,P2,,4,7,2.3,7,3.3,0.7,8,3,0.5,4.925083978,7.179048239,8.101755598,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,440,,P3,,4,3.7,0.9,6,3.4,0.9,7,2.6,0.5,4.277317632,6.231341798,7.023789469,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,441,,P1,,3,5.5,1.1,5,4.2,1.1,6,5.1,2,3.489896102,5.387224756,6.761622546,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,441,,P2,,3,5.6,1.6,5,3.7,0.9,6,4.6,2,3.643757747,5.277317632,6.732091359,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,441,,P3,,3,3.4,0.7,4,6.8,2,5,6.1,2,3.194555112,4.817659723,5.799896665,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,442,,P1,,2,7.8,0.4,3,4,0.7,4,4,0.5,2.383055299,3.26965686,4.226023968,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,442,,P2,,2,4.4,0.3,3,3.9,0.9,4,4,1,2.210499917,3.303263029,4.339035953,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,442,,P3,,1,8,1.2,3,5.5,1.8,4,7.5,2,1.613113993,3.705894887,4.831176421,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,443,,P1,,2,10.5,1.6,4,3.8,1,5,2.6,1.6,2.762786312,4.31364045,5.080782867,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,443,,P2,,2,10.4,1.7,3,15.9,2.4,4,8,1.6,2.787065338,3.978410775,4.722706232,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,443,,P3,,3,5.6,1.1,4,12.4,2.4,5,8,1.2,3.495543756,4.975142306,5.613113993,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,444,,P1,,4,2.6,0.4,5,6.3,2.2,6,7,2,4.02095345,5.878496046,6.821878873,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,444,,P2,,4,3.1,0.8,5,7.9,2.1,7,4,1.5,4.158807034,5.86840513,7.479190061,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,444,,P3,,4,6,1.2,5,4,1,6,4.5,1.5,4.543959311,5.339035953,6.535026479,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,445,,P1,,3,6.9,0.9,5,4.8,1.5,7,3,1,3.498423922,5.560825974,7.165956233,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,445,,P2,,3,6.2,1.4,5,3.2,0.8,6,3.5,1.5,3.61035721,5.178071905,6.397112105,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,445,,P3,,2,7.6,1.2,3,8.8,2,5,2.6,0.5,2.602362899,3.849390613,5.023789469,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,446,,P1,,3,2.9,0.3,4,7.7,2.3,5,8,0,3.065421202,4.930993267,#NUM!,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,446,,P2,,3,7.8,1.3,5,5.5,1.6,6,7,2.2,3.63503669,5.638559138,6.889556297,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,446,,P3,,3,6.5,1.4,5,4.8,1.3,6,3,1,3.622349255,5.49938707,6.165956233,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,447,,P1,,3,5.4,1.1,5,3.6,1.1,6,4.5,1.2,3.484013359,5.307553842,6.444701394,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,447,,P2,,3,2.6,0.3,4,5.3,1.9,5,4.5,1,3.018162074,4.732479348,5.390795491,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,447,,P3,,2,9.4,1.7,4,3.7,1.3,5,4,1.2,2.774477126,4.374812499,5.390377281,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,448,,P1,,2,4,0.2,4,6,1.7,5,6.2,2,2.156891066,4.694193217,5.802772552,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,448,,P2,,3,4.6,0.8,5,3.2,0.9,6,3.5,1,3.348596857,5.194606128,6.268584118,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,448,,P3,,3,3.8,0.4,4,6.1,1.5,5,2.6,1,3.185986701,4.635858991,5.041046827,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,449,,P1,,2,10.9,1.6,4,7.4,1.7,5,5.5,2,2.767408484,4.737796497,5.779415431,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,449,,P2,,3,3.1,0.8,4,5.1,0.9,5,3,1.4,3.158807034,4.411016588,5.239223167,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,449,,P3,,2,11.9,1.3,3,14.2,2.3,5,2.6,1.1,2.704663487,3.954194306,5.04559481,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,450,,P1,,4,3.9,1.3,5,3.6,0.9,6,4.5,1.6,4.404770478,5.263034406,6.568418505,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,450,,P2,,4,4.5,1.2,6,9.8,1.4,7,5,0.5,4.444701394,6.702032236,7.301029996,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,450,,P3,,3,4.9,1.1,5,4.5,1,6,3.2,0.5,3.45045398,5.390795491,6.132985156,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,451,,P1,,3,2.7,0.8,5,6.4,1.9,7,3,1,3.063269761,5.774022662,7.165956233,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,451,,P2,,3,5.6,1.9,4,4.4,1.2,5,5,2,3.746106376,4.435096754,5.756470797,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,451,,P3,,3,6.4,2.2,5,6.4,2.3,7,4,1.6,3.880287968,5.918524022,7.512941595,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,452,,P1,,3,5.3,0.7,5,2.6,0.3,6,3,1,3.371182996,5.018162074,6.165956233,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,452,,P2,,3,5,0.6,4,6.3,2.2,5,7,1.8,3.326915579,4.878496046,5.758119147,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,452,,P3,,3,3.7,0.4,4,5.2,1.6,5,6,1.6,3.176228507,4.621359003,5.662352842,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,453,,P1,,2,9.5,2.4,4,6.8,1.8,5,5,2,2.970329037,4.752843893,5.756470797,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,453,,P2,,3,6.4,1.2,5,3.5,1.3,6,4,1.5,3.561541513,5.339734125,6.479190061,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,453,,P3,,2,10.7,2.3,4,5.2,1.5,5,4.5,1,2.945762225,4.589102085,5.390795491,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,454,,P1,,3,3,0.7,4,7.8,1.9,5,3,0.5,3.12528218,4.805676765,5.101755598,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,454,,P2,,3,10.3,1.9,4,7.3,1.4,5,7,1.5,3.837639196,4.648893209,5.66839088,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,454,,P3,,3,3.7,0.8,5,2.9,0.7,6,2.8,0.6,3.255989642,5.104419235,6.073568795,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,455,,P1,,2,8.5,1.2,3,7.4,1.2,4,3,1,2.625094523,3.596533673,4.165956233,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,455,,P2,,3,8.1,0.4,4,3.4,0.9,5,5,1.5,3.390795491,4.231341798,5.575716642,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,455,,P3,,3,3.2,0.4,4,2.9,0.5,4,6.5,2,3.118714603,4.08443231,4.810679502,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,456,,P1,,2,9,2.1,4,4.7,1.4,5,5,1,2.880193145,4.521242546,5.430676558,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,456,,P2,,2,6.5,1.1,3,8.8,1.8,4,4.5,1,2.537864199,3.792998551,4.390795491,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,456,,P3,,2,9.3,2.3,4,5.7,1.6,5,4,1,2.940318307,4.648720772,5.339035953,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,457,,P1,,3,10,1.6,5,6.1,2.4,7,3,1,3.756470797,5.956238081,7.165956233,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,457,,P2,,3,6,0.5,4,8.7,2.2,6,2.6,0.7,3.352314538,4.907021191,6.02988959,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,457,,P3,,2,9.6,2.4,4,6.5,1.8,6,3,1,2.970553155,4.744158802,6.165956233,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,458,,P1,,3,3.5,0.7,4,7.2,2.4,6,3,1.1,3.209061955,4.962842219,6.181721493,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,458,,P2,,3,6.4,1.2,5,4.5,1.5,6,5.2,1.5,3.561541513,5.535026479,6.589102085,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,458,,P3,,2,10.4,1.4,4,5.1,1.4,5,5.1,1,2.710861822,4.551490786,5.437596408,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,459,,P1,,3,8.2,0.4,4,6.8,2.4,6,3,1,3.393270307,4.960802878,6.165956233,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,459,,P2,,2,4.3,0.5,3,4,1.5,4,5.8,1.6,2.252037279,3.479190061,4.653464599,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,459,,P3,,2,10.4,2.3,3,17.4,0.5,,,,2.944740014,3.54658834,#NUM!,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,460,,P1,,2,5.5,1.2,3,7.5,2.1,4,4,0.6,2.517895177,3.863033709,4.247745864,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,460,,P2,,3,3.4,0.4,4,4.5,1.6,5,3,1,3.143679997,4.568418505,5.165956233,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,460,,P3,,2,5.9,1.2,3,6,1.5,4,5,1,2.539146689,3.631517203,4.430676558,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,461,,P1,,2,9,1.4,4,2.6,1,5,5,2,2.688395665,4.041046827,5.756470797,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,461,,P2,,2,12.9,1.6,,,,,,,2.786181468,#NUM!,#NUM!,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,461,,P3,,2,11.4,2,3,9.6,1.8,5,4.1,1,2.871790929,3.803758249,5.350602983,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,462,,P1,,3,4.3,0.6,5,3,1,6,4,1,3.275369706,5.165956233,6.339035953,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,462,,P2,,3,3.5,0.6,5,3.1,0.7,6,5,2,3.190788395,5.144556613,6.756470797,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,462,,P3,,3,3.9,1.5,5,3.5,0.8,6,3,1,3.465390366,5.227976658,6.165956233,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,463,,P1,,3,5.2,0.5,4,6,1.5,5,6.1,2,3.31273639,4.631517203,5.799896665,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,463,,P2,,3,7.4,0.6,4,2.9,0.6,5,4,1.5,3.431949544,4.094202843,5.479190061,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,463,,P3,,3,5.9,1.8,4,11.2,1.5,5,6,1.5,3.723287094,4.745914615,5.631517203,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,464,,P1,,3,8.5,1.6,5,5.3,1.4,6,5,2,3.732772221,5.564450547,6.756470797,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,464,,P2,,3,3.2,1.2,4,7,2.3,5,3,1,3.251685069,4.925083978,5.165956233,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,464,,P3,,3,5.6,1.3,5,2.8,0.8,6,3,0.5,3.552228552,5.090462991,6.101755598,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,465,,P1,,3,3,0.4,4,6.7,2,6,2.6,1,3.090486517,4.815425252,6.041046827,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,465,,P2,,2,4.8,0.8,4,3.5,1.1,5,4,1.7,2.364069618,4.290700614,5.549283913,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,465,,P3,,3,4.7,1.1,5,3.8,1.4,6,4.5,1.5,3.434684637,5.419327236,6.535026479,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,466,,P1,,3,5.4,1.6,5,2.8,1,6,2.6,1,3.633106858,5.11006852,6.041046827,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,466,,P2,,3,7.5,1.2,5,3.4,1.2,6,4,1,3.599488923,5.295245625,6.339035953,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,466,,P3,,3,7.5,1.7,5,3.8,1.2,6,4,1.3,3.740167731,5.363249569,6.418178702,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,467,,P1,,2,9.6,1.6,4,3.3,1.1,5,4,1,2.750922426,4.252711297,5.339035953,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,467,,P2,,2,8.6,1.2,3,6.5,1.2,4,2.9,0.7,2.627320998,3.5655652,4.104419235,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,467,,P3,,2,10.3,2.2,3,11.3,2.3,4,5.5,1.5,2.917189553,3.947621117,4.606840365,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,468,,P1,,3,7.8,2.1,5,5,1.3,6,5.2,2,3.867127575,5.514557746,6.766466898,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,468,,P2,,3,2.6,0.5,,,,,,,3.023789469,#NUM!,#NUM!,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,468,,P3,,4,3.3,0.9,6,8.4,0.6,7,3.1,1,4.21368073,6.45923253,7.190128141,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,469,,P1,,2,10.7,2.4,4,5,1.5,5,6.5,1.7,2.972690208,4.575716642,5.712444096,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,469,,P2,,2,9.9,2.1,4,2.8,0.7,4,7,2,2.887557282,4.081749366,4.821878873,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,469,,P3,,2,10,1.9,4,4.5,1.6,4,6.5,2,2.83474939,4.568418505,4.810679502,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,470,,P1,,3,2.9,0.4,4,5.5,1.6,5,6,2,3.074921704,4.638559138,5.796885986,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,470,,P2,,3,4.8,1,5,3.4,1.3,6,5,2.1,3.415860364,5.319826428,6.7990164,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,470,,P3,,2,6.7,1.5,4,5.2,1.1,5,6,2,2.65868559,4.47147689,5.796885986,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,471,,P1,,4,3.4,1,6,3.8,1.1,7,3.4,0.5,4.251259089,6.337753822,7.16040538,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,471,,P2,,3,8.1,2.1,6,2.6,0.8,7,3.5,0.5,3.870842332,6.033275821,7.172912525,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,471,,P3,,3,7.4,1.4,5,4.3,1.2,6,3.8,1.6,3.651762287,5.424921309,6.484059625,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,472,,P1,,2,6,0.8,3,4.6,0.7,3,9,2,2.434496712,3.32387287,3.851640912,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,472,,P2,,1,8.6,0.6,2,5.5,0.9,2,9,2,1.464011538,2.435585664,2.851640912,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,472,,P3,,3,4.2,0.9,4,7.9,2,6,3,1,3.336781761,4.837562044,6.165956233,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,473,,P1,,3,3.2,0.6,4,4.1,1.5,5,3,1,3.147469267,4.491979597,5.165956233,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,473,,P2,,3,4,0.7,4,10.2,1.8,5,7,2,3.26965686,4.810616934,5.821878873,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,473,,P3,,2,10,1.9,4,3.8,1,5,3,1.1,2.83474939,4.31364045,5.181721493,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,474,,P1,,2,8.6,2.2,4,3.2,1.5,5,6,2.7,2.906232731,4.32580802,6.096381089,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,474,,P2,,,,,,,,,,,#NUM!,#NUM!,#NUM!,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,474,,P3,,,,,,,,,,,#NUM!,#NUM!,#NUM!,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,475,,P1,,,,,,,,,,,#NUM!,#NUM!,#NUM!,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,475,,P2,,2,8,1.9,3,7.4,1.9,4,5,1.5,2.809099052,3.798152711,4.575716642,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,475,,P3,,3,3.2,0.8,4,6.4,1.5,5,6,1.5,3.178071905,4.647908708,5.631517203,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,476,,P1,,2,6.5,1.5,4,3.5,0.8,5,4,2,2.651631515,4.227976658,5.678071905,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,476,,P2,,3,8,0.4,4,4,1.2,5,4.5,2,3.388269279,4.390377281,5.724830143,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,476,,P3,,3,5.4,0.9,5,3.1,1.1,6,5,1.9,3.429805582,5.207618043,6.716368979,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,477,,P1,,2,7.5,2.2,4,3.8,1,4,8,2,2.895769233,4.31364045,4.839035953,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,477,,P2,,2,7,1.7,3,10.1,2.2,4,4.5,0.5,2.727501298,3.916124131,4.26751324,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,477,,P3,,3,3.6,0.7,4,9.2,2.1,6,7,0.3,3.222668024,4.881975642,6.326875453,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
2,478,,P1,,4,3.3,0.9,6,2.8,0.7,7,5,1,4.21368073,6.081749366,7.430676558,5/6/2016,5/25/2016,5/30/2016,6/3/2016,19,24,28
