site,Plot ID,Plot ID_input,Plant ID,Plant No. in plot,Leaf No. (n),"Leaf Length, L(n), >2.5cm","L(n+1), <2.5cm",Leaf No. (n),"Leaf Length, L(n), >2.5cm","L(n+1), <2.5cm",Leaf No. (n),"Leaf Length, L(n), >2.5cm","L(n+1), <2.5cm",PIT1,PIT2,PIT3,Planting Date,T1 Date,T2Date,T3Date,T1 (DAP),T2(DAP),T3(DAP)
1,146,146,P1,,2,7.5,1.9,4,2.6,0.9,4,8.8,2.1,2.800125983,4.036970261,4.878314044,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,146,,P2,,2,3,0.4,3,3,0.7,3,9.5,2.1,2.090486517,3.12528218,3.884484796,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,146,,P3,,2,4.9,1.1,3,5.6,1.1,4,4.1,1.1,2.45045398,3.495543756,4.376001343,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,147,147,P1,,2,5.4,1,3,5.4,1,4,3.1,3,2.456658384,3.456658384,10.5603093,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,147,,P2,,2,4,1.1,3,6.1,1.9,4,4,1.1,2.364066141,3.764721675,4.364066141,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,147,,P3,,1,5.3,1.7,3,2.9,0.8,3,8.9,2.3,1.660830402,3.115245961,3.938379269,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,148,148,P1,,2,3.1,0.5,3,3.1,1.1,4,2.6,0.9,2.117898366,3.207618043,4.036970261,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,148,,P2,,2,4.2,1,3,4.6,1.4,4,2.9,0.6,2.361507482,3.512587205,4.094202843,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,148,,P3,,2,8,2.6,4,3.1,0.8,4,9.4,1.8,3.034896043,4.158807034,4.801258702,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,149,149,P1,,2,7,1.6,3,4.9,1.7,4,5.3,1.3,2.697618313,3.635688695,4.534685359,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,149,,P2,,2,7,1.5,3,6.2,1.6,4,4.8,0.8,2.66839088,3.670526351,4.364069618,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,149,,P3,,3,3.1,0.8,4,2.8,1.1,4,8.4,2.1,3.158807034,4.121296762,4.874230617,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,150,150,P1,,1,5.1,1.1,3,4.8,1.2,4,3.2,0.9,1.464786294,3.470553155,4.194606128,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,150,,P2,,1,4.3,1.1,3,4.2,1.1,4,3.1,1.1,1.397801191,3.387224756,4.207618043,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,150,,P3,,2,7.5,2.1,3,7.2,1.4,4,3.9,1.4,2.863033709,3.645935892,4.434049729,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,151,151,P1,,3,6,2.1,3,2.6,0.5,4,5,0.4,3.83392102,3.023789469,4.274434541,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,151,,P2,,3,6.1,2.4,2,8.3,2.1,3,6.4,1.4,3.956238081,2.873134627,3.61849673,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,151,,P3,,2,8.2,2.4,3,2.7,1.3,3,7.4,0.5,2.966775337,3.105298066,3.402723344,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,152,152,P1,,2,6.9,2.3,3,3.1,0.5,5,2.6,1,2.924102789,3.117898366,5.041046827,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,152,,P2,,3,3.9,1.3,4,5.7,1.3,5,5.1,1.2,3.404770478,4.557590405,5.492736509,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,152,,P3,,3,4,1.4,4,7.1,1.3,5,5.6,1.7,3.447698346,4.614823165,5.676495197,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,153,153,P1,,2,5.8,1.2,3,4.5,0.7,4,2.6,1,2.53414647,3.315886565,4.041046827,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,153,,P2,,2,4.1,0.5,3,3,0.8,3,9.8,2.3,2.235106797,3.137938908,3.942474545,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,153,,P3,,2,2.9,0.4,3,5.8,1.8,4,5.5,1.5,2.074921704,3.719244391,4.606840365,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,154,154,P1,,3,3.1,1,3,5.4,0.5,3,9,1.8,3.190128141,3.323636601,3.795888947,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,154,,P2,,2,7,2,3,8.9,0.7,3,17.3,1.4,2.821878873,3.499369745,3.769385652,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,154,,P3,,2,6,1.5,2,7.2,1.2,3,4,0.5,2.631517203,2.590364004,3.226023968,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,155,155,P1,,2,5.1,1.5,3,5.1,1.1,4,4,1.1,2.58258222,3.464786294,4.364066141,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,155,,P2,,2,4.3,1.2,3,6.2,1.3,4,3.8,0.1,2.424921309,3.581402679,4.115106644,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,155,,P3,,2,4,1,3,2.7,2.3,4,5,0.6,2.339035953,3.479978603,4.326915579,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,156,156,P1,,2,7.9,1.5,3,6.8,2,4,5.9,1.5,2.692532595,3.817659723,4.626994975,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,156,,P2,,2,6.4,1.1,3,5.2,1.1,4,4,0.8,2.533795437,3.47147689,4.292029674,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,156,,P3,,2,6.4,1.7,3,2.6,2,4,5.9,1.5,2.709081026,3.14948954,4.626994975,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,157,157,P1,,3,2.8,0.3,4,3,1,5,2.8,1,3.050738306,4.165956233,5.11006852,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,157,,P2,,2,4,0.6,3,2.6,0.8,3,7.6,2.4,2.247745864,3.033275821,3.96458513,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,157,,P3,,2,7.4,2.3,3,3.2,0.9,4,3.1,0.9,2.928646511,3.194606128,4.173931015,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,158,158,P1,,2,6.3,1.7,2,13.9,2,4,3.4,1,2.705583491,2.884902896,4.251259089,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,158,,P2,,2,3.3,0.3,3,5.8,1.5,4,4.1,1.1,2.115781427,3.622280139,4.376001343,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,158,,P3,,2,7,2,3,9.7,2.4,4,9.6,2.1,2.821878873,3.970771642,4.885280673,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,159,159,P1,,3,3.5,0.9,4,2.6,0.9,5,9,2,3.247747897,4.036970261,5.851640912,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,159,,P2,,3,3.6,1.7,4,4.1,0.6,4,11.5,1.5,3.485992796,4.257411281,4.749211961,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,159,,P3,,3,5.2,1.9,4,4.6,1.3,5,3.6,0.8,3.727418004,4.482527034,5.242436403,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,160,160,P1,,2,7,1.2,3,5.6,1.7,4,3.6,1.4,2.583820638,3.676495197,4.386085692,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,160,,P2,,2,7.7,1.9,4,2.6,1.1,5,2.6,0.9,2.803884932,4.04559481,5.036970261,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,160,,P3,,2,6.5,0.9,3,3.2,1.4,3,9.8,2.1,2.483274062,3.298616761,3.886816224,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,161,161,P1,,3,2.9,1.5,4,4.8,1.8,5,4.7,1.7,3.225136123,4.665075174,5.620759673,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,161,,P2,,3,3.3,1.2,4,4.5,1.5,5,5.1,1.6,3.274447891,4.535026479,5.615016483,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,161,,P3,,3,3.3,1.2,4,6.3,1.6,5,6.4,2.2,3.274447891,4.674372767,5.880287968,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,162,162,P1,,2,8,2.3,3,5.9,1.5,4,6.3,1.2,2.933109153,3.626994975,4.557377429,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,162,,P2,,2,6.4,1.4,3,9.7,2.1,4,3.5,1.5,2.61849673,3.886057579,4.397112105,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,162,,P3,,2,8.8,2.2,3,9.6,2.1,4,7.5,1.1,2.907787714,3.885280673,4.572315267,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,163,163,P1,,4,2.9,0.9,3,6.2,2,5,5.1,1.1,4.12684698,3.802772552,5.464786294,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,163,,P2,,3,3.7,0.8,3,4.4,1.3,3,4.6,1.9,3.255989642,3.463660707,3.689622149,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,163,,P3,,3,3.6,1.3,4,3.6,0.5,4,9.8,1.3,3.357995291,4.184715373,4.67627693,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,164,164,P1,,2,3.9,1.1,3,2.9,0.9,3,10.2,1.6,2.351345213,3.12684698,3.759074209,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,164,,P2,,2,2.9,0.4,2,11,1.4,3,3.8,1.5,2.074921704,2.718729011,3.450450928,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,164,,P3,,2,3.1,0.8,2,12.9,2.3,3,8.1,1.2,2.158807034,2.951643722,3.615630878,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,165,165,P1,,3,2.8,0.7,4,3.9,1,5,3.4,1.5,3.081749366,4.326740252,5.375755616,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,165,,P2,,3,2.8,1.1,4,4.6,1.2,5,3.6,1.7,3.121296762,4.453784181,5.485992796,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,165,,P3,,2,3.4,1.1,3,4.3,1.5,4,4.1,1.3,2.272480432,3.514954503,4.430686454,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,166,166,P1,,2,10,1.8,3,9.2,1.5,4,4.5,0.9,2.808429923,3.718357603,4.365212389,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,166,,P2,,3,3.3,1.7,4,2.9,0.7,4,7.6,1.3,3.418564989,4.104419235,4.629667913,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,166,,P3,,2,9.5,1.2,3,9.2,2,4,6.8,1.8,2.645249042,3.853777642,4.752843893,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,167,167,P1,,3,3.3,1.7,3,5.9,2.4,5,2.6,1,3.418564989,3.954616189,5.041046827,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,167,,P2,,2,5,2,4,3.1,1.1,5,2.7,1.1,2.756470797,4.207618043,5.085708293,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,167,,P3,,3,3.1,1.8,3,5.4,1.8,5,4.8,1.5,3.395705054,3.700982712,5.560825974,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,168,168,P1,,,,,,,,,,,,,,,4/12/2016,4/15/2016,4/18/2016,,,
1,168,,P2,,,,,,,,,,,,,,,4/12/2016,4/15/2016,4/18/2016,,,
1,168,,P3,,,,,,,,,,,,,,,4/12/2016,4/15/2016,4/18/2016,,,
1,169,169,P1,,2,7.2,2.3,4,3.8,1.3,5,3.8,1.9,2.926933349,4.390356115,5.604071324,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,169,,P2,,2,7.1,1.8,3,7.4,2,5,2.6,1.1,2.760619308,3.829444352,5.04559481,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,169,,P3,,2,2.9,0.3,2,9,1.5,3,4.5,1,2.065421202,2.714902791,3.390795491,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,170,170,P1,,3,4,1.5,4,6.1,1.5,5,2.6,1.2,3.479190061,4.635858991,5.050725849,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,170,,P2,,3,4.6,1.7,4,6.8,1.7,5,5.4,1.5,3.612566192,4.721803326,5.601208427,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,170,,P3,,3,4.5,1.5,4,6.6,1.7,5,5.5,2.1,3.535026479,4.715680691,5.818912089,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,171,171,P1,,3,3.2,0.7,3,2.6,0.4,4,2.8,0.4,3.162426566,3.02095345,4.058239424,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,171,,P2,,2,4.9,1.1,3,4.2,1.1,4,2.8,2.1,2.45045398,3.387224756,4.393937253,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,171,,P3,,2,8.2,1.9,3,3.5,0.9,3,6.5,0.8,2.812322677,3.247747897,3.456103197,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,172,172,P1,,2,10.7,1.5,3,10,1.8,4,6,1.5,2.740008561,3.808429923,4.631517203,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,172,,P2,,3,3.1,1.1,4,4,1,5,2.6,0.8,3.207618043,4.339035953,5.033275821,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,172,,P3,,2,10.2,1.7,3,7.4,1.4,4,4.5,1.2,2.784757671,3.651762287,4.444701394,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,173,173,P1,,2,7.8,2.4,4,4,1.1,5,4,1.2,2.965365612,4.364066141,5.390377281,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,173,,P2,,2,3.9,0.6,3,3,1,3,5.2,2.1,2.23757095,3.165956233,3.807710053,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,173,,P3,,2,2.7,0.5,3,2.7,1,4,2.8,1,2.045636319,3.07748392,4.11006852,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,174,174,P1,,2,6.9,2.3,4,3.3,0.4,5,5.5,0.6,2.924102789,4.131565728,5.355870515,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,174,,P2,,3,2.9,0.9,4,3,0.4,5,5.1,0.9,3.12684698,4.090486517,5.411016588,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,174,,P3,,2,5.1,1.4,3,6.1,1.8,4,2.7,0.5,2.551490786,3.730845145,4.045636319,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,175,175,P1,,2,3.5,0.7,3,3,0.7,4,4.6,1.4,2.209061955,3.12528218,4.512587205,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,175,,P2,,2,6.7,1.8,3,8.2,2.1,4,7,2.2,2.750057937,3.872005729,4.889556297,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,175,,P3,,2,8.8,2.3,3,9.2,2.4,4,7.5,2.2,2.937860365,3.969620496,4.895769233,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,176,176,P1,,3,4.2,1.1,3,5.7,1.1,3,14.2,1.5,3.387224756,3.500970999,3.772741844,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,176,,P2,,3,2.6,0.6,4,3.2,1.6,5,3.8,1.1,3.026747406,4.35614381,5.337753822,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,176,,P3,,3,3,1,4,3.8,1.8,5,3.2,1.1,3.165956233,4.560361703,5.231176892,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,177,177,P1,,2,2.9,0.7,2,12.2,1.6,3,5.7,0.6,2.104419235,2.780309146,3.366090013,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,177,,P2,,2,2.7,0.6,2,10.6,1.8,3,4.3,0.8,2.051168272,2.814725555,3.322474521,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,177,,P3,,2,7.2,1.5,3,5.1,1.8,4,4.2,1.6,2.674346271,3.68457166,4.537565084,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,178,178,P1,,2,8.1,1.4,3,7.2,1.9,4,6,1.6,2.669692836,3.79400146,4.662352842,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,178,,P2,,2,6.1,0.8,3,3.6,1,4,2.6,1,2.439098083,3.284669747,4.041046827,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,178,,P3,,2,8.7,1.8,3,7.2,1.3,4,5.1,1.4,2.791496994,3.617970401,4.551490786,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,179,179,P1,,3,3,0.8,4,4.4,1.4,5,4.6,1,3.137938908,4.493666808,5.399569511,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,179,,P2,,3,3,1,4,5.2,1.3,5,4.6,1.5,3.165956233,4.528291764,5.544146317,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,179,,P3,,3,4.9,1.2,4,7.5,1.9,5,6.4,2,3.478312563,4.800125983,5.808155959,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,180,180,P1,,2,8.2,2.3,4,8.8,1.1,5,3.3,1,2.934408459,4.60519181,5.232537492,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,180,,P2,,3,3.9,1.2,4,6.2,1.5,5,6,1.6,3.37728243,4.640031487,5.662352842,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,180,,P3,,2,7.8,2.3,4,3.2,0.9,5,2.8,1.1,2.931722395,4.194606128,5.121296762,3/24/2016,4/12/2016,4/15/2016,4/18/2016,19,22,25
1,181,181,P1,,3,6.8,2.2,5,2.6,1.5,6,3.8,0.7,3.886719266,5.07130438,6.247512131,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,181,,P2,,2,11.4,1.5,4,3.9,0.9,5,3.3,0.3,2.748132009,4.303263029,5.115781427,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,181,,P3,,3,5.4,1.9,4,5.6,2,5,5.4,1.5,3.73726663,4.783275696,5.601208427,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,182,182,P1,,3,5.2,1.5,5,6.9,2,6,5.5,1.1,3.589102085,5.819809274,6.489896102,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,182,,P2,,3,4.2,1.2,4,4.6,1.4,5,3.5,0.9,3.414119675,4.512587205,5.247747897,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,182,,P3,,3,7,1.8,5,2.5,0.6,5,6.9,1.7,3.758119147,5,5.724702432,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,183,183,P1,,3,3,0.8,4,3.4,0.9,5,3,1.2,3.137938908,4.231341798,5.198977847,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,183,,P2,,3,2.8,1.1,4,4.6,1.5,5,3.6,1.1,3.121296762,4.544146317,5.307553842,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,183,,P3,,2,5.6,1.8,3,7.8,2.4,4,6.9,2,2.710563987,3.965365612,4.819809274,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,184,184,P1,,3,2.7,0.9,4,3.1,1.2,5,3.2,1,3.070052959,4.226652394,5.212233939,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,184,,P2,,3,4.9,1.4,4,6,2.1,6,5,0.9,3.537168235,4.83392102,6.404214961,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,184,,P3,,3,4.2,1.1,4,3.8,1.3,5,3.2,0.8,3.387224756,4.390356115,5.178071905,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,185,185,P1,,3,3.5,0.9,4,9.3,1.8,5,5.5,1.9,3.247747897,4.799964366,5.741802294,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,185,,P2,,3,3,0.8,5,2.9,1.1,5,0.4,2.4,3.137938908,5.153104931,6.022783189,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,185,,P3,,3,6.2,1.5,4,4.1,2.3,6,4,0.6,3.640031487,4.855760589,6.247745864,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,186,186,P1,,2,4.5,0.7,3,3.3,0.3,3,7,1.5,2.315886565,3.115781427,3.66839088,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,186,,P2,,2,5,0.5,3,2.7,0.3,3,8.1,2,2.301029996,3.035026479,3.840465534,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,186,,P3,,2,2.7,0.6,2,4.3,1.2,3,2.9,0.7,2.051168272,2.424921309,3.104419235,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,187,187,P1,,2,7.8,1.8,3,5.9,1.2,3,15.4,1.9,2.775969609,3.539146689,3.868848239,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,187,,P2,,2,8.2,1.5,4,5.1,0.6,4,10.7,1.3,2.6992789,4.333143816,4.689770466,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,187,,P3,,3,4.4,1,4,3.6,0.3,4,8.2,0.8,3.381555127,4.146743184,4.510400379,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,188,188,P1,,3,8,2.2,4,3.1,1.5,5,3.9,0.6,3.900979909,4.296322379,5.23757095,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,188,,P2,,3,2.6,1,4,4,2,5,2.8,0.9,3.041046827,4.678071905,5.099850827,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,188,,P3,,3,3.3,1,4,3.1,2,5,2.7,0.7,3.232537492,4.490836188,5.057011273,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,189,189,P1,,3,2.6,0.3,3,8.8,0.7,3,18,1.1,3.018162074,3.497135077,3.70627461,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,189,,P2,,3,3.9,1.9,4,6.3,1.9,5,5.3,0.9,3.618372695,4.771053792,5.423794446,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,189,,P3,,3,4.1,2,3,6.9,1.7,5,3.5,0.5,3.689145749,3.724702432,5.172912525,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,190,190,P1,,2,7.6,2.1,3,8.4,2,4,5.7,1.8,2.864444169,3.844508426,4.715008323,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,190,,P2,,2,4,1.1,4,4.4,1.6,5,4.1,1.4,2.364066141,4.558830862,5.460390374,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,190,,P3,,2,3.3,0.6,3,2.8,0.5,3,7.5,1.7,2.162857925,3.065782959,3.740167731,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,191,191,P1,,2,9.1,2.1,3,8.5,1.3,4,4.5,1.5,2.88109597,3.651741063,4.535026479,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,191,,P2,,2,7.2,1.3,3,5.5,2.3,4,3.8,1.4,2.617970401,3.904361227,4.419327236,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,191,,P3,,2,7.9,2.1,3,6.9,1.5,4,5,1.3,2.86840513,3.665264235,4.514557746,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,192,192,P1,,3,7.2,1.8,5,3.1,0.3,6,4.9,0.5,3.763034406,5.092109998,6.294843002,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,192,,P2,,3,5.6,1.6,4,7.3,2,5,6.3,2.1,3.643757747,4.827652067,5.841296708,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,192,,P3,,3,6.4,1.5,5,5.6,1.3,6,5.7,1.7,3.647908708,5.552228552,6.681227978,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,193,193,P1,,3,2.2,0.8,4,3.5,1,5,2.6,1.1,2.873632605,4.268584118,5.04559481,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,193,,P2,,3,2.8,1.1,3,9.2,2.1,4,6.2,1.9,3.121296762,3.881975642,4.767956446,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,193,,P3,,4,3.2,1.1,5,2.7,1.2,5,6.5,2.3,4.231176892,5.094904641,5.91973995,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,194,194,P1,,2,6.7,1.6,3,4.1,0.4,3,8.4,0.6,2.688369605,3.212564337,3.45923253,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,194,,P2,,2,7.8,2,3,6.3,1.3,4,2.5,0.4,2.83604159,3.585646604,4,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,194,,P3,,3,3,1.7,3,3.1,1.2,3,8.2,2.1,3.320997677,3.226652394,3.872005729,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,195,195,P1,,3,2.6,0.8,3,8.3,2.3,4,7.5,1.6,3.033275821,3.935027979,4.711122222,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,195,,P2,,3,3.2,1,4,2.6,0.6,4,7.8,1.9,3.212233939,4.026747406,4.805676765,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,195,,P3,,3,4.1,1.2,4,4.3,1.2,5,3,1.1,3.40262893,4.424921309,5.181721493,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,196,196,P1,,3,4.1,1.6,4,5.6,2,5,4.4,1.3,3.525722633,4.783275696,5.463660707,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,196,,P2,,3,5.4,2.3,4,6.6,2,5,6.1,1.8,3.902305094,4.813100467,5.730845145,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,196,,P3,,3,4.7,1.8,4,7.1,2.3,5,7.1,1.8,3.657728344,4.92602673,5.760619308,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,197,197,P1,,4,5.2,1.6,5,2.6,0.4,6,6.1,2,4.621359003,5.02095345,6.799896665,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
1,197,,P2,,4,5.3,1.8,5,3.3,0.7,6,2.6,0.7,4.695807079,5.179048239,6.02988959,3/24/2016,4/13/2016,4/16/2016,4/19/2016,20,23,26
