"","plot","HNO","DWTOTALLEAF","DWMSL","DWLBR","DWTOTALSTEM","DWAP","DWGP","DWMP","DWPOD","WHOLE","geno","DAP","site"
"262","131",8,44.423,5.453,38.97,44.57,NA,NA,NA,1.853,90.846,"RIJC027",63,1
"263","131",4,5.885,4.173,1.712,1.97,NA,NA,NA,0,7.855,"RIJC027",35,1
"264","131",10,59.14,NA,59.14,79.21,NA,NA,NA,34.173,172.523,"RIJC027",77,1
"265","131",11,23.76,NA,23.76,49.88,NA,NA,NA,6.51,80.15,"RIJC027",112,1
"266","131",7,59.353,6.543,52.81,37.41,NA,NA,NA,1.105,97.868,"RIJC027",56,1
"267","131",3,1.552,1.332,0.22,0.412,NA,NA,NA,0,1.964,"RIJC027",28,1
"268","131",9,42.34,NA,42.34,61.19,0.242,NA,NA,8.513,112.043,"RIJC027",70,1
"269","131",6,20.04,4.77,15.27,16.71,NA,NA,NA,0,36.75,"RIJC027",49,1
"270","132",10,25.09,NA,25.09,27.39,NA,NA,NA,1.99,54.47,"RIJC254",77,1
"271","132",11,19.05,NA,19.05,70.25,2.0267,NA,7.303,9.3297,98.6297,"RIJC254",112,1
"272","132",8,36.272,7.752,28.52,20.71,NA,NA,NA,1.844,58.826,"RIJC254",63,1
"273","133",1,0.1294,0.1294,NA,0.0234,NA,NA,NA,0,0.1528,"RIJC080",14,1
"274","133",2,0.5865,0.5669,0.0196,0.1043,NA,NA,NA,0,0.6908,"RIJC080",21,1
"275","133",7,17.045,2.943,14.102,16.74,NA,NA,NA,3.891,37.676,"RIJC080",56,1
"276","133",4,4.852,2.679,2.173,1.564,NA,NA,NA,0,6.416,"RIJC080",35,1
"277","133",9,13.93,NA,13.93,20.12,0.908,NA,NA,11.245,45.295,"RIJC080",70,1
"278","133",10,8.62,NA,8.62,18.36,2.27,NA,NA,27.3,54.28,"RIJC080",77,1
"279","133",11,8.829,NA,8.829,49.28,20.318,0.595,19.953,40.866,98.975,"RIJC080",95,1
"280","133",3,1.533,1.311,0.222,0.364,NA,NA,NA,0,1.897,"RIJC080",28,1
"281","133",6,12.82,4.21,8.61,11.79,NA,NA,NA,2.02,26.63,"RIJC080",49,1
"282","133",5,9.392,3.69,5.702,4.24,NA,NA,NA,0.272,13.904,"RIJC080",42,1
"283","133",8,19.36,2.01,17.35,25.28,NA,NA,NA,10.553,55.193,"RIJC080",63,1
"284","134",3,1.182,0.812,0.37,0.342,NA,NA,NA,0,1.524,"RIJC240",28,1
"285","134",4,3.441,2.26,1.181,1.032,NA,NA,NA,0,4.473,"RIJC240",35,1
"286","134",5,18.472,5.844,12.628,7.514,NA,NA,NA,0,25.986,"RIJC240",42,1
"287","134",6,21.95,6.28,15.67,18.52,NA,NA,NA,1.076,41.546,"RIJC240",49,1
"288","134",8,40.289,1.839,38.45,45.68,NA,NA,NA,41.29,127.259,"RIJC240",63,1
"289","134",7,45.104,4.804,40.3,48.65,NA,NA,NA,12.792,106.546,"RIJC240",56,1
"290","134",11,0,NA,NA,32.179,1.682,0.762,21.106,23.55,55.729,"RIJC240",95,1
"291","134",9,12.16,NA,12.16,13.32,0.1,NA,NA,3.06,28.54,"RIJC240",70,1
"292","135",1,0.0821,0.0821,NA,NA,NA,NA,NA,0,0.0821,"RIJC326",14,1
"293","135",5,13.161,3.859,9.302,3.868,NA,NA,NA,0,17.029,"RIJC326",42,1
"294","135",7,20.109,3.719,16.39,18.07,NA,NA,NA,0.885,39.064,"RIJC326",56,1
"295","135",4,5.6865,2.8235,2.863,2.4695,NA,NA,NA,0,8.156,"RIJC326",35,1
"296","135",9,24.83,NA,24.83,36.55,0.303,NA,NA,9.641,71.021,"RIJC326",70,1
"297","135",6,23.87,3.64,20.23,18.54,NA,NA,NA,0.316,42.726,"RIJC326",49,1
"298","135",2,0.0236,0.0236,NA,0.0814,NA,NA,NA,0,0.105,"RIJC326",21,1
"299","135",8,28.229,3.0445,25.1845,38.172,NA,NA,NA,29.2445,95.6455,"RIJC326",63,1
"300","135",3,1.51,1.323,0.187,0.366,NA,NA,NA,0,1.876,"RIJC326",28,1
"301","135",11,1.69,NA,1.69,28.29,1.876,1.268,NA,18.085,48.065,"RIJC326",111,1
"302","136",1,0.3101,0.3101,NA,0.0511,NA,NA,NA,0,0.3612,"TM4",14,1
"303","136",6,23.867,6.817,17.05,15.23,NA,NA,NA,1.492,40.589,"TM4",49,1
"304","136",3,3.104,2.485,0.619,1.075,NA,NA,NA,0,4.179,"TM4",28,1
"305","136",9,15.82,NA,15.82,23.19,1.33,NA,NA,68.32,107.33,"TM4",70,1
"306","136",10,30.8,NA,30.8,48.44,4.13,NA,NA,85.38,164.62,"TM4",77,1
"307","136",11,4.15,NA,4.15,29.76,0.85,3.34,75.3,79.49,113.4,"TM4",85,1
"308","136",2,1.1469,1.1196,0.0273,0.2401,NA,NA,NA,0,1.387,"TM4",21,1
"309","136",5,19.999,6.359,13.64,12.45,NA,NA,NA,0,32.449,"TM4",42,1
"310","136",4,10.398,5.276,5.122,5.432,NA,NA,NA,0,15.83,"TM4",35,1
"311","136",7,37.769,5.009,32.76,35.86,NA,NA,NA,26.698,100.327,"TM4",56,1
"312","137",3,2.419,1.748,0.671,0.754,NA,NA,NA,0,3.173,"RIJC073",28,1
"313","137",1,0.1838,0.1838,NA,0.0315,NA,NA,NA,0,0.2153,"RIJC073",14,1
"314","137",2,1.1646,1.1049,0.0597,0.2306,NA,NA,NA,0,1.3952,"RIJC073",21,1
"315","137",4,6.299,3.57,2.729,2.763,NA,NA,NA,0,9.062,"RIJC073",35,1
"316","137",9,16.98,NA,16.98,35.1,0.22,NA,NA,20.628,72.708,"RIJC073",70,1
"317","137",6,23.61,4.4,19.21,21.27,NA,NA,NA,0,44.88,"RIJC073",49,1
"318","137",11,4.19,NA,4.19,52.92,1.07,NA,NA,3.6,60.71,"RIJC073",112,1
"319","137",5,8.045,3.815,4.23,3.222,NA,NA,NA,0,11.267,"RIJC073",42,1
"320","137",8,40.85,3.61,37.24,44.25,NA,NA,NA,2.67,87.77,"RIJC073",63,1
"321","137",7,33.989,7.399,26.59,37.89,NA,NA,NA,1.318,73.197,"RIJC073",56,1
"322","137",10,36.37,NA,36.37,74.37,1.183,NA,NA,53.613,164.353,"RIJC073",77,1
"323","138",1,0,NA,NA,0.0274,NA,NA,NA,0,0.0274,"RIJC048",14,1
"324","138",2,0.1737,0.1737,NA,0.0317,NA,NA,NA,0,0.2054,"RIJC048",21,1
"325","138",5,12.235,5.887,6.348,3.792,NA,NA,NA,0,16.027,"RIJC048",42,1
"326","138",6,23.197,14.197,9,9.52,NA,NA,NA,6.112,38.829,"RIJC048",49,1
"327","138",8,23.619,3.599,20.02,27.26,NA,NA,NA,2.455,53.334,"RIJC048",63,1
"328","138",10,42.88,NA,42.88,75.11,1.348,NA,NA,26.868,144.858,"RIJC048",77,1
"329","138",3,0.868,0.834,0.034,0.175,NA,NA,NA,0,1.043,"RIJC048",28,1
"330","138",11,0.29,NA,0.29,33.36,0.86,NA,3.26,4.24,37.89,"RIJC048",112,1
"331","138",4,4.507,2.948,1.559,1.386,NA,NA,NA,0,5.893,"RIJC048",35,1
"332","138",7,40.646,7.336,33.31,30.17,NA,NA,NA,0.175,70.991,"RIJC048",56,1
"333","138",9,46.65,NA,46.65,61.05,0.701,NA,NA,12.837,120.537,"RIJC048",70,1
"334","139",1,0,NA,NA,0.0315,NA,NA,NA,0,0.0315,"TM3",14,1
"335","139",2,0.9933,0.9732,0.0201,0.2034,NA,NA,NA,0,1.1967,"TM3",21,1
"336","139",3,2.75,2.355,0.395,0.843,NA,NA,NA,0,3.593,"TM3",28,1
"337","139",4,6.458,3.674,2.784,2.992,NA,NA,NA,0,9.45,"TM3",35,1
"338","139",5,6.749,3.905,2.844,2.862,NA,NA,NA,0,9.611,"TM3",42,1
"339","139",6,16.501,7.041,9.46,11.35,NA,NA,NA,0.796,28.647,"TM3",49,1
"340","139",7,22.536,5.606,16.93,11.63,NA,NA,NA,16.142,50.308,"TM3",56,1
"341","139",8,16.25,9.45,6.8,11.64,NA,NA,NA,40.43,68.32,"TM3",63,1
"342","139",9,15.61,NA,15.61,22.97,1.29,NA,NA,53.42,92,"TM3",70,1
"343","139",10,10.34,NA,10.34,24.07,0.53,NA,NA,88,122.41,"TM3",77,1
"344","14",4,5.427,3.342,2.085,2.065,NA,NA,NA,0,7.492,"TM4",34,1
"345","14",6,19.771,3.691,16.08,12.99,NA,NA,NA,0,32.761,"TM4",48,1
"346","14",2,1.1028,1.0784,0.0244,0.202,NA,NA,NA,0,1.3048,"TM4",20,1
"347","14",8,22.62,4.29,18.33,23.37,NA,NA,NA,22.635,68.625,"TM4",62,1
"348","14",5,13.46,5.359,8.101,7.267,NA,NA,NA,0,20.727,"TM4",41,1
"349","14",10,3.91,NA,3.91,22.28,NA,NA,78.94,78.94,105.13,"TM4",76,1
"350","14",7,26.76,4.96,21.8,22.31,NA,NA,NA,31.1,80.17,"TM4",55,1
"351","14",3,3.149,2.469,0.68,0.962,NA,NA,NA,0,4.111,"TM4",27,1
"352","14",9,13.18,NA,13.18,20.69,1.51,NA,NA,45.34,79.21,"TM4",69,1
"353","14",1,0.2354,0.2354,NA,0.0432,NA,NA,NA,0,0.2786,"TM4",13,1
"354","14",11,5.75,NA,5.75,19.3,0.89,NA,89.67,90.56,115.61,"TM4",83,1
"355","140",1,0.1613,0.1613,NA,0.06545,NA,NA,NA,0,0.22675,"RIJC212",14,1
"356","140",6,9.7,2.94,6.76,9.84,NA,NA,NA,4.18,23.72,"RIJC212",49,1
"357","140",3,2.211,1.67,0.541,0.668,NA,NA,NA,0,2.879,"RIJC212",28,1
"358","140",8,13.596,2.65,10.946,20.017,NA,NA,NA,4.321,37.934,"RIJC212",63,1
"359","140",9,7.56,NA,7.56,13.18,0.32,NA,NA,9.56,30.3,"RIJC212",70,1
"360","140",10,12.59,NA,12.59,37.94,2.84,NA,NA,11.815,62.345,"RIJC212",77,1
"361","140",11,1.66,NA,1.66,20.04,9.42,0.3,9.94,19.66,41.36,"RIJC212",95,1
"362","140",2,0.5126,0.5088,0.0038,0.089,NA,NA,NA,0,0.6016,"RIJC212",21,1
"363","140",5,10.681,2.73,7.951,5.703,NA,NA,NA,0,16.384,"RIJC212",42,1
"364","140",4,4.696,2.469,2.227,2.119,NA,NA,NA,0,6.815,"RIJC212",35,1
"365","140",7,17.24,4.54,12.7,16.99,NA,NA,NA,3.004,37.234,"RIJC212",56,1
"366","141",2,0.6233,0.6108,0.0125,0.1049,NA,NA,NA,0,0.7282,"RIJC146",21,1
"367","141",3,1.88,1.475,0.405,0.484,NA,NA,NA,0,2.364,"RIJC146",28,1
"368","141",4,5.417,3.78,1.637,2.301,NA,NA,NA,0,7.718,"RIJC146",35,1
"369","141",7,34.514,8.384,26.13,22.98,NA,NA,NA,1.347,58.841,"RIJC146",56,1
"370","141",9,28.9,NA,28.9,37.59,0.22,NA,NA,30.82,97.31,"RIJC146",70,1
"371","141",11,0,NA,NA,63.27,9.44,NA,27.68,37.12,100.39,"RIJC146",111,1
"372","141",10,22.9,NA,22.9,58.08,0.488,NA,NA,64.918,145.898,"RIJC146",77,1
"373","141",6,16.79,5.42,11.37,14.12,NA,NA,NA,0.455,31.365,"RIJC146",49,1
"374","141",5,11.915,5.006,6.909,5.137,NA,NA,NA,0,17.052,"RIJC146",42,1
"375","142",3,2.6683,2.3642,0.3041,0.7375,NA,NA,NA,0,3.4058,"CAL",28,1
"376","142",1,0,NA,NA,0.0709,NA,NA,NA,0,0.0709,"CAL",14,1
"377","142",2,1.5337,1.469,0.0647,0.2305,NA,NA,NA,0,1.7642,"CAL",21,1
"378","142",4,10.002,3.662,6.34,4.777,NA,NA,NA,0,14.779,"CAL",35,1
"379","142",5,17.438,5.107,12.331,11.169,NA,NA,NA,0,28.607,"CAL",42,1
"380","142",6,26.69,4.86,21.83,24.64,NA,NA,NA,4.05,55.38,"CAL",49,1
"381","142",7,48.925,13.185,35.74,36.7,NA,NA,NA,11.011,96.636,"CAL",56,1
"382","142",8,38.446,3.076,35.37,46.81,NA,NA,NA,7.529,92.785,"CAL",63,1
"383","142",9,20.69,NA,20.69,25.77,0.163,NA,NA,9.348,55.808,"CAL",70,1
"384","142",10,27.44,NA,27.44,47.34,1.39,NA,NA,35.64,110.42,"CAL",77,1
"385","142",11,0.21,NA,0.21,57.28,4.25,NA,40.78,46.24,103.73,"CAL",112,1
"386","143",6,14.469,6.499,7.97,6.9,NA,NA,NA,0,21.369,"RIJC070",49,1
"387","143",8,72.511,8.121,64.39,56.64,NA,NA,NA,3.279,132.43,"RIJC070",63,1
"388","143",5,11.656,4.502,7.154,6.139,NA,NA,NA,0,17.795,"RIJC070",42,1
"389","143",10,64.22,NA,64.22,84.28,0.566,NA,NA,4.946,153.446,"RIJC070",77,1
"390","143",7,42.423,5.754,36.669,23.64,NA,NA,NA,19.11,85.173,"RIJC070",56,1
"391","143",3,1.208,1.12,0.088,0.373,NA,NA,NA,0,1.581,"RIJC070",28,1
"392","143",9,39.09,NA,39.09,49.88,1.87,NA,NA,5.17,94.14,"RIJC070",70,1
"393","143",4,4.855,3.379,1.476,1.798,NA,NA,NA,0,6.653,"RIJC070",35,1
"394","143",11,11.72,NA,11.72,76.88,1.197,NA,NA,3.969,92.569,"RIJC070",112,1
"395","144",1,0.1478,0.1478,NA,NA,NA,NA,NA,0,0.1478,"RIJC082",14,1
"396","144",6,24.281,4.131,20.15,16.63,NA,NA,NA,0.462,41.373,"RIJC082",49,1
"397","144",3,1.475,1.418,0.057,0.415,NA,NA,NA,0,1.89,"RIJC082",28,1
"398","144",9,0,NA,NA,15.86,NA,NA,NA,1.485,17.345,"RIJC082",70,1
"399","144",10,13.64,NA,13.64,45.56,0.333,NA,NA,15.553,74.753,"RIJC082",77,1
"400","144",11,15.04,NA,15.04,43.17,1.79,NA,8.68,11.52,69.73,"RIJC082",112,1
"401","144",2,0.4857,0.4857,NA,0.0967,NA,NA,NA,0,0.5824,"RIJC082",21,1
"402","144",5,9.391,5.62,3.771,3.836,NA,NA,NA,0,13.227,"RIJC082",42,1
"403","144",4,3.135,2.439,0.696,0.959,NA,NA,NA,0,4.094,"RIJC082",35,1
"404","144",7,28,7,21,19.54,NA,NA,NA,0.55,48.09,"RIJC082",56,1
"405","145",1,0.103,0.103,NA,0.0152,NA,NA,NA,0,0.1182,"RIJC260",14,1
"406","145",2,0.3885,0.3885,NA,0.0619,NA,NA,NA,0,0.4504,"RIJC260",21,1
"407","145",3,1.25,1.162,0.088,0.294,NA,NA,NA,0,1.544,"RIJC260",28,1
"408","145",4,2.197,1.619,0.578,0.73,NA,NA,NA,0,2.927,"RIJC260",35,1
"409","145",9,17.78,NA,17.78,28.06,NA,NA,NA,21.821,67.661,"RIJC260",70,1
"410","145",6,16.49,3.32,13.17,13.21,NA,NA,NA,0.918,30.618,"RIJC260",49,1
"411","145",11,0,NA,NA,26.69,10.12,24.05,NA,34.17,60.86,"RIJC260",111,1
"412","145",8,15.319,4.699,10.62,20.87,NA,NA,NA,2.974,39.163,"RIJC260",63,1
"413","145",10,22.96,NA,22.96,30.05,0.433,NA,NA,26.553,79.563,"RIJC260",77,1
"414","145",7,14.396,4.456,9.94,13.15,NA,NA,NA,4.041,31.587,"RIJC260",56,1
"415","145",5,8.152,3.916,4.236,4.221,NA,NA,NA,0,12.373,"RIJC260",42,1
"416","146",9,14.57,NA,14.57,18.26,NA,NA,NA,1.79,34.62,"RIJC071",70,1
"417","146",10,29.2,NA,29.2,35.16,0.41,NA,NA,14.87,79.23,"RIJC071",77,1
"418","147",7,27.872,5.512,22.36,21.51,NA,NA,NA,5.165,54.547,"RIJC045",56,1
"419","147",8,30.79,3.66,27.13,31.83,NA,NA,NA,3.569,66.189,"RIJC045",63,1
"420","147",9,15.89,NA,15.89,18.52,0.24,NA,NA,5.99,40.4,"RIJC045",70,1
"421","147",10,32.97,NA,32.97,56.77,0.07,NA,NA,16.485,106.225,"RIJC045",77,1
"422","147",11,3.17,NA,3.17,29.23,1.578,NA,NA,6.528,38.928,"RIJC045",111,1
"423","148",1,0,NA,NA,0.0251,NA,NA,NA,0,0.0251,"RIJC047",14,1
"424","148",6,16.228,2.668,13.56,10.7,NA,NA,NA,0.493,27.421,"RIJC047",49,1
"425","148",3,1.734,1.5,0.234,0.378,NA,NA,NA,0,2.112,"RIJC047",28,1
"426","148",8,37.856,3.456,34.4,40.32,NA,NA,NA,20.659,98.835,"RIJC047",63,1
"427","148",9,18.72,NA,18.72,24.86,0.46,NA,NA,20.39,63.97,"RIJC047",70,1
"428","148",10,13.75,NA,13.75,18.92,0.782,NA,NA,23.95,56.62,"RIJC047",77,1
"429","148",11,5.09,NA,5.09,57.02,1.64,0.781,61.16,63.581,125.691,"RIJC047",112,1
"430","148",5,14.84,3.859,10.981,6.942,NA,NA,NA,0,21.782,"RIJC047",42,1
"431","148",2,0.7069,0.6921,0.0148,0.1066,NA,NA,NA,0,0.8135,"RIJC047",21,1
"432","148",7,30.774,3.354,27.42,26.795,NA,NA,NA,9.806,67.375,"RIJC047",56,1
"433","148",4,4.191,2.642,1.549,1.668,NA,NA,NA,0,5.859,"RIJC047",35,1
"434","149",3,2.806,2.288,0.518,0.725,NA,NA,NA,0,3.531,"RIJC233",28,1
"435","149",4,6.759,3.352,3.407,2.102,NA,NA,NA,0,8.861,"RIJC233",35,1
"436","149",5,20.191,4.962,15.229,8.566,NA,NA,NA,0.318,29.075,"RIJC233",42,1
"437","149",10,36.76,NA,36.76,43.48,0.104,NA,NA,13.379,93.619,"RIJC233",77,1
"438","149",7,26.569,4.389,22.18,21.03,NA,NA,NA,10.778,58.377,"RIJC233",56,1
"439","149",6,24.378,6.398,17.98,13.42,NA,NA,NA,0.158,37.956,"RIJC233",49,1
"440","149",9,17.01,NA,17.01,21.46,NA,NA,NA,4.845,43.315,"RIJC233",70,1
"441","149",8,41.014,3.824,37.19,39,NA,NA,NA,10.534,90.548,"RIJC233",63,1
"442","149",11,23.717,NA,23.717,41.12,9.357,1.037,19.022,29.416,94.253,"RIJC233",95,1
"443","15",1,0,NA,NA,0.0111,NA,NA,NA,0,0.0111,"RIJC079",13,1
"444","15",2,0.4676,0.4676,NA,0.0673,NA,NA,NA,0,0.5349,"RIJC079",20,1
"445","15",3,1.14,0.85,0.29,0.22,NA,NA,NA,0,1.36,"RIJC079",27,1
"446","15",7,18.435,1.795,16.64,16.05,NA,NA,NA,2.724,37.209,"RIJC079",55,1
"447","15",8,24.81,3.63,21.18,26.12,NA,NA,NA,9.487,60.417,"RIJC079",62,1
"448","15",11,5.481,NA,5.481,36.051,5.582,NA,3.834,9.416,50.948,"RIJC079",99,1
"449","15",5,5.444,2.961,2.483,2.556,NA,NA,NA,0,8,"RIJC079",41,1
"450","15",10,19.76,NA,19.76,27.13,0.279,NA,NA,26.792,73.682,"RIJC079",76,1
"451","15",6,12.433,2.573,9.86,9.56,NA,NA,NA,0.108,22.101,"RIJC079",48,1
"452","150",4,3.796,2.793,1.003,1.326,NA,NA,NA,0,5.122,"RIJC373",35,1
"453","150",6,18.002,7.032,10.97,10.85,NA,NA,NA,0.278,29.13,"RIJC373",49,1
"454","150",2,0.5474,0.5432,0.0042,0.0783,NA,NA,NA,0,0.6257,"RIJC373",21,1
"455","150",8,22.06,5.77,16.29,24.81,NA,NA,NA,9.001,55.871,"RIJC373",63,1
"456","150",5,14.683,7.153,7.53,6.195,NA,NA,NA,0,20.878,"RIJC373",42,1
"457","150",10,34.1,NA,34.1,51.18,0.671,NA,NA,12.263,97.543,"RIJC373",77,1
"458","150",7,28.534,7.154,21.38,17.95,NA,NA,NA,1.518,48.002,"RIJC373",56,1
"459","150",3,1.304,0.925,0.379,0.345,NA,NA,NA,0,1.649,"RIJC373",28,1
"460","150",9,22.72,NA,22.72,35.94,0.231,NA,NA,8.606,67.266,"RIJC373",70,1
"461","150",1,0,NA,NA,0.0147,NA,NA,NA,0,0.0147,"RIJC373",14,1
"462","150",11,6.55,NA,6.55,31.84,NA,NA,12.672,12.672,51.062,"RIJC373",112,1
"463","151",1,0.2363,0.2363,NA,0.0273,NA,NA,NA,0,0.2636,"RIJC348",14,1
"464","151",6,19.461,3.401,16.06,10.73,NA,NA,NA,0.355,30.546,"RIJC348",49,1
"465","151",3,2.179,1.937,0.242,0.621,NA,NA,NA,0,2.8,"RIJC348",28,1
"466","151",8,8.539,2.159,6.38,7.05,NA,NA,NA,4.905,20.494,"RIJC348",63,1
"467","151",9,31.84,NA,31.84,62.02,0.821,NA,NA,18.884,112.744,"RIJC348",70,1
"468","151",10,31.45,NA,31.45,57.5,1.856,NA,NA,24.385,113.335,"RIJC348",77,1
"469","151",11,0,NA,NA,39.26,0.916,NA,26.451,27.367,66.627,"RIJC348",111,1
"470","151",5,14.739,4.228,10.511,5.417,NA,NA,NA,0.129,20.285,"RIJC348",42,1
"471","151",2,0.7814,0.7473,0.0341,0.1418,NA,NA,NA,0,0.9232,"RIJC348",21,1
"472","151",7,28.027,6.327,21.7,18.28,NA,NA,NA,2.162,48.469,"RIJC348",56,1
"473","151",4,5.353,2.719,2.634,2.612,NA,NA,NA,0,7.965,"RIJC348",35,1
"474","152",1,0.1838,0.1838,NA,0.028,NA,NA,NA,0,0.2118,"RIJC347",14,1
"475","152",2,0.9482,0.9482,NA,0.161,NA,NA,NA,0,1.1092,"RIJC347",21,1
"476","152",3,2.7,2.437,0.263,0.658,NA,NA,NA,0,3.358,"RIJC347",28,1
"477","152",8,21.807,5.634,16.173,25.785,NA,NA,NA,37.762,85.354,"RIJC347",63,1
"478","152",5,15.191,5.028,10.163,8.1,NA,NA,NA,0,23.291,"RIJC347",42,1
"479","152",10,9.49,NA,9.49,20,1.298,NA,NA,31.728,61.218,"RIJC347",77,1
"480","152",11,8.201,NA,8.201,29.71,3.931,2.551,54.08,60.562,98.473,"RIJC347",111,1
"481","152",4,7.095,4.782,2.313,2.722,NA,NA,NA,0,9.817,"RIJC347",35,1
"482","152",7,28.257,10.27,17.987,21.929,NA,NA,NA,7.63,57.816,"RIJC347",56,1
"483","152",6,19.51,8.03,11.48,14.94,NA,NA,NA,15.54,49.99,"RIJC347",49,1
"484","152",9,0,NA,NA,34.954,0.6768,NA,NA,35.4731333333333,70.4271333333333,"RIJC347",70,1
"485","153",1,0,NA,NA,0.0162,NA,NA,NA,0,0.0162,"RIJC352",14,1
"486","153",5,11.93,4.603,7.327,3.922,NA,NA,NA,0,15.852,"RIJC352",42,1
"487","153",6,19.08,4.43,14.65,12.93,NA,NA,NA,0,32.01,"RIJC352",49,1
"488","153",8,22.731,5.901,16.83,29.91,NA,NA,NA,10.244,62.885,"RIJC352",63,1
"489","153",10,34.71,NA,34.71,48.84,0.355,NA,NA,22.205,105.755,"RIJC352",77,1
"490","153",3,0.673,0.423,0.25,0.201,NA,NA,NA,0,0.874,"RIJC352",28,1
"491","153",11,12.83,NA,12.83,69.88,0.289,0.24,47.4,47.929,130.639,"RIJC352",111,1
"492","153",4,6.53,4.35,2.18,2.64,NA,NA,NA,0,9.17,"RIJC352",35,1
"493","153",7,67.882,8.542,59.34,36.77,NA,NA,NA,7.829,112.481,"RIJC352",56,1
"494","153",9,22.29,NA,22.29,36.2,0.13,NA,NA,33.54,92.03,"RIJC352",70,1
"495","154",1,0.09,0.09,NA,0.0321,NA,NA,NA,0,0.1221,"RIJC078",14,1
"496","154",2,0.9004,0.8591,0.0413,0.1621,NA,NA,NA,0,1.0625,"RIJC078",21,1
"497","154",3,1.492,1.136,0.356,0.345,NA,NA,NA,0,1.837,"RIJC078",28,1
"498","154",4,4.479,2.636,1.843,1.716,NA,NA,NA,0,6.195,"RIJC078",35,1
"499","154",5,13.088,2.293,10.795,6.436,NA,NA,NA,0.747,20.271,"RIJC078",42,1
"500","154",6,13.6,4.19,9.41,9.25,NA,NA,NA,0,22.85,"RIJC078",49,1
"501","154",7,27.838,3.6,24.238,22.094,NA,NA,NA,3.98,53.912,"RIJC078",56,1
"502","154",8,21.134,2.554,18.58,18.88,NA,NA,NA,4.153,44.167,"RIJC078",63,1
"503","154",10,15.24,NA,15.24,44.83,0.45,NA,NA,29.67,89.74,"RIJC078",77,1
"504","154",11,1.81,NA,1.81,23.24,0.414,0.004,19.151,19.569,44.619,"RIJC078",112,1
"505","154",9,21.56,NA,21.56,33.65,0.994,NA,NA,19.614,74.824,"RIJC078",70,1
"506","155",1,0.1526,0.1526,NA,0.0124,NA,NA,NA,0,0.165,"RIJC374",14,1
"507","155",5,9.68,3.025,6.655,4.229,NA,NA,NA,0,13.909,"RIJC374",42,1
"508","155",10,3.95,NA,3.95,8.29,NA,NA,NA,0,12.24,"RIJC374",77,1
"509","155",4,6.45,3.72,2.73,2.28,NA,NA,NA,0,8.73,"RIJC374",35,1
"510","155",2,0.5516,0.5288,0.0228,0.0746,NA,NA,NA,0,0.6262,"RIJC374",21,1
"511","155",8,11.139,2.799,8.34,8.51,NA,NA,NA,1.904,21.553,"RIJC374",63,1
"512","155",3,1.45,1.315,0.135,0.29,NA,NA,NA,0,1.74,"RIJC374",28,1
"513","155",11,0,NA,NA,16.3,0.049,NA,0.534,0.583,16.883,"RIJC374",112,1
"514","156",1,0.0971,0.0971,NA,0.0125,NA,NA,NA,0,0.1096,"RIJC004",14,1
"515","156",2,0.5298,0.5298,NA,0.0385,NA,NA,NA,0,0.5683,"RIJC004",21,1
"516","156",3,1.381,1.277,0.104,0.27,NA,NA,NA,0,1.651,"RIJC004",28,1
"517","156",9,41.89,NA,41.89,51.32,0.821,NA,NA,31.618,124.828,"RIJC004",70,1
"518","156",5,16.617,6.533,10.084,6.09,NA,NA,NA,0,22.707,"RIJC004",42,1
"519","156",11,21.004,NA,21.004,52.96,0.205,NA,35.524,35.729,109.693,"RIJC004",95,1
"520","156",8,44.204,12.529,31.675,29.22,NA,NA,NA,9.759,83.183,"RIJC004",63,1
"521","156",4,5.379,3.484,1.895,1.477,NA,NA,NA,0,6.856,"RIJC004",35,1
"522","156",10,29.19,NA,29.19,35.35,0.091,NA,NA,33.249,97.789,"RIJC004",77,1
"523","156",6,25.89,9.22,16.67,14.34,NA,NA,NA,0.332,40.562,"RIJC004",49,1
"524","157",9,19.13,NA,19.13,27.1,0.14,NA,NA,6.2,52.43,"RIJC002",70,1
"525","157",7,37.429,9.487,27.942,21.241,NA,NA,NA,1.946,60.616,"RIJC002",56,1
"526","157",6,13.202,5.722,7.48,13.75,NA,NA,NA,0.162,27.114,"RIJC002",49,1
"527","157",5,10.411,4.49,5.921,4.317,NA,NA,NA,0,14.728,"RIJC002",42,1
"528","157",10,51.89,NA,51.89,83.44,2.161,NA,NA,26.028,161.358,"RIJC002",77,1
"529","158",6,35.34,8.76,26.58,20.05,NA,NA,NA,0.264,55.654,"RIJC142",49,1
"530","158",8,32.83,3.235,29.595,30.18,NA,NA,NA,1.596,64.606,"RIJC142",63,1
"531","158",9,21.24,NA,21.24,25.94,0.08,NA,NA,0.29,47.47,"RIJC142",70,1
"532","158",10,37.51,NA,37.51,32.26,0.22,NA,NA,4.82,74.59,"RIJC142",77,1
"533","159",3,4.385,3.233,1.152,1.536,NA,NA,NA,0,5.921,"CAL",28,1
"534","159",5,29.385,3.162,26.223,18.409,NA,NA,NA,0,47.794,"CAL",42,1
"535","159",7,40.77,4.87,35.9,27.27,NA,NA,NA,6.72,74.76,"CAL",56,1
"536","159",8,47.46,2.92,44.54,43.71,NA,NA,NA,19.72,110.89,"CAL",63,1
"537","159",9,23.305,NA,23.305,30.89,0.11,NA,NA,26.345,80.54,"CAL",70,1
"538","159",10,38.79,NA,38.79,68.39,0.14,NA,NA,25.196,132.376,"CAL",77,1
