"","site","geno","DIPI"
"1",1,"CAL",0.278813411332136
"2",2,"CAL",0.33526133733035
"3",1,"JAM",0.276520119614355
"4",2,"JAM",0.334220903314777
"5",1,"RIJC016",0.258792907361694
"6",2,"RIJC016",0.305266381765385
"7",1,"RIJC208",0.291460573477184
"8",2,"RIJC208",0.350305555553819
"9",1,"RIJC217",0.274404688988124
"10",2,"RIJC217",0.323542623848207
"11",1,"RIJC223",0.239646181799955
"12",2,"RIJC223",0.28272333676196
