"","RIL","DIPI.x","DIPI.y"
"1","CAL",0.23221450725,0.311476638454545
"2","JAM",0.2910273155,0.260362748416667
"3","RIJC001",0.2701551115,0.3830620622
"4","RIJC002",0.334735376666667,0.332520322833333
"5","RIJC003",0.229782835,0.166780537833333
"6","RIJC004",0.264602951333333,0.2276260772
"7","RIJC005",0.249970073,0.279417170666667
"8","RIJC015",0.225178232333333,0.286202762
"9","RIJC016",0.340414982833333,0.247994504
"10","RIJC017",0.303506265833333,0.280965562833333
"11","RIJC018",0.248364067666667,0.21185858
"12","RIJC019",0.252681811666667,0.212872782833333
"13","RIJC020",0.366587611166667,0.340109638833333
"14","RIJC021",0.231704640833333,0.258260652
"15","RIJC025",0.2797341635,0.3446490945
"16","RIJC027",0.368692741166667,0.349916622333333
"17","RIJC030",0.305232403666667,0.287823548666667
"18","RIJC035",0.214010287,0.306102197666667
"19","RIJC045",0.496276733166667,0.237351306166667
"20","RIJC046",0.306685859333333,0.325196530666667
"21","RIJC047",0.313795977666667,0.352066241166667
"22","RIJC048",0.2724811605,0.396591905833333
"23","RIJC049",0.244822029833333,0.248805334333333
"24","RIJC059",0.28678112,0.357968688166667
"25","RIJC065",0.366431779166667,0.346881904666667
"26","RIJC066",0.276716847833333,0.440449344
"27","RIJC069",0.368053276,0.365965090333333
"28","RIJC070",0.268078885333333,0.240287919166667
"29","RIJC071",0.322096317,0.3139305245
"30","RIJC073",0.3793081265,0.344497891333333
"31","RIJC074",0.307046138666667,0.2844173932
"32","RIJC076",0.247925671166667,0.2917883585
"33","RIJC078",0.152341107666667,0.248358107833333
"34","RIJC079",0.3299773195,0.230025126666667
"35","RIJC080",0.195181304333333,0.3683423165
"36","RIJC081",0.173754955666667,0.316320959333333
"37","RIJC082",0.338587312333333,0.443864214833333
"38","RIJC136",0.273226629666667,0.2173201905
"39","RIJC138",0.287985597166667,0.296712410666667
"40","RIJC139",0.229350398666667,0.338844817
"41","RIJC140",0.230152645,0.445937852833333
"42","RIJC141",0.2463439565,0.360855849666667
"43","RIJC142",0.301905143333333,0.274946576
"44","RIJC144",0.249963978166667,0.2858350675
"45","RIJC145",0.2855196185,0.330476767
"46","RIJC146",0.266000627666667,0.248077340333333
"47","RIJC147",0.252982718666667,0.346851385333333
"48","RIJC203",0.2416028525,0.286014780666667
"49","RIJC205",0.3618472905,0.261477798
"50","RIJC206",0.2662679985,0.363096715833333
"51","RIJC208",0.271163643833333,0.2961063345
"52","RIJC212",0.3579767615,0.3046300095
"53","RIJC214",0.299796202166667,0.260686771
"54","RIJC217",0.2346858305,0.339828366333333
"55","RIJC220",0.367368314166667,0.451871052
"56","RIJC223",0.232216833666667,0.227642673666667
"57","RIJC224",0.380816759,0.211000316166667
"58","RIJC225",0.3476206585,0.3282081195
"59","RIJC230",0.2914019865,0.249953236833333
"60","RIJC232",0.2528735835,0.263378560833333
"61","RIJC233",0.253136944833333,0.315663802333333
"62","RIJC234",0.233718356166667,0.300427992333333
"63","RIJC235",0.265522355833333,0.205267181
"64","RIJC236",0.302160697,0.227174576666667
"65","RIJC237",0.232513825333333,0.314675897833333
"66","RIJC238",0.225514738166667,0.278510692
"67","RIJC240",0.293228319666667,0.288794622833333
"68","RIJC241",0.187159305666667,0.246796687
"69","RIJC242",NA,0.304750091
"70","RIJC243",0.3383463185,0.328787343666667
"71","RIJC244",0.250061324666667,0.302752904833333
"72","RIJC247",0.176854589833333,0.241274734666667
"73","RIJC248",0.324577095833333,0.321032345833333
"74","RIJC250",0.189056684,0.191439525666667
"75","RIJC251",0.195561517833333,0.2601440045
"76","RIJC254",0.214303592333333,0.274811410166667
"77","RIJC255",0.249667918333333,0.2323479445
"78","RIJC260",0.295866764666667,0.269548852
"79","RIJC261",0.213035167833333,0.294835276333333
"80","RIJC262",0.267809072666667,0.225297733
"81","RIJC264",0.310434221666667,0.444055383833333
"82","RIJC302",0.279101557166667,0.253003542
"83","RIJC313",0.306796778833333,0.288557159
"84","RIJC314",0.273470638666667,0.3984773375
"85","RIJC316",0.389962514333333,0.225641850666667
"86","RIJC319",0.359227539833333,0.443681713333333
"87","RIJC324",0.2581414645,0.284701589833333
"88","RIJC326",0.3158195055,0.3501199465
"89","RIJC327",0.203842231333333,0.255566909666667
"90","RIJC330",0.3310370605,0.314969184
"91","RIJC331",0.317775879666667,0.374264377833333
"92","RIJC334",0.373154290166667,0.348328080333333
"93","RIJC335",0.0929899145,0.265864486666667
"94","RIJC337",0.276988923,0.275539608333333
"95","RIJC344",0.324180545333333,0.334795728
"96","RIJC347",0.308847297,0.338254302333333
"97","RIJC348",0.1525871485,0.218537893
"98","RIJC352",0.251738897,0.384117369
"99","RIJC355",0.226932396333333,0.2066859195
"100","RIJC361",0.263496466,0.211694581833333
"101","RIJC363",0.244871249666667,0.302955856166667
"102","RIJC364",NA,0.1938667025
"103","RIJC367",0.270800432,0.235882987333333
"104","RIJC368",0.305663903,0.2266432045
"105","RIJC370",NA,0.202248962833333
"106","RIJC372",0.258146647666667,0.234552847333333
"107","RIJC373",0.374064144666667,0.3339694875
"108","RIJC374",0.293131963166667,0.289117755166667
