"","plot","HNO","DWTOTALLEAF","DWMSL","DWBL","TOTALSTEM","DWAP","DWGP","DWPOD","DWMP","WHOLE","Dlines","category","site","pdate","hdate","DAP","geno"
"1171","219",9,31.66,NA,31.66,58.81,0.183,NA,14.252,NA,104.905,0,2,1,2016-03-24,2016-06-02,70,"RIJC147"
"1172","219",10,27.73,NA,27.73,53.21,0.815,NA,12.629,NA,94.384,0,2,1,2016-03-24,2016-06-09,77,"RIJC147"
"1173","219",11,0.1,NA,0.1,53.27,9.24,NA,0,2.91,65.52,0,2,1,2016-03-24,2016-07-13,111,"RIJC147"
"1174","22",1,0.12,0.12,NA,0.0206,NA,NA,NA,NA,0.1406,0,1,1,2016-03-23,2016-04-05,13,"RIJC363"
"1175","22",2,0.5935,0.5897,0.0038,0.1169,NA,NA,NA,NA,0.7104,0,1,1,2016-03-23,2016-04-12,20,"RIJC363"
"1176","22",3,1.53,1.36,0.17,0.375,NA,NA,NA,NA,1.905,0,1,1,2016-03-23,2016-04-19,27,"RIJC363"
"1177","22",5,11.506,2.548,8.958,8.665,NA,NA,0.612,NA,20.783,0,1,1,2016-03-23,2016-05-03,41,"RIJC363"
"1178","22",6,12.842,2.415,10.427,8.87,NA,NA,0.519,NA,22.231,0,1,1,2016-03-23,2016-05-10,48,"RIJC363"
"1179","22",7,24.39,2.16,22.23,21.36,NA,NA,2.54,NA,48.29,0,1,1,2016-03-23,2016-05-17,55,"RIJC363"
"1180","22",8,50.853,4.943,45.91,49.09,NA,NA,14.828,NA,114.771,0,1,1,2016-03-23,2016-05-24,62,"RIJC363"
"1181","22",9,26.16,NA,26.16,36.09,20.44,NA,0.907,NA,83.597,0,1,1,2016-03-23,2016-05-31,69,"RIJC363"
"1182","22",10,15.73,NA,15.73,29.68,1.268,NA,NA,39.362,86.04,0,1,1,2016-03-23,2016-06-07,76,"RIJC363"
"1183","22",11,1.275,NA,1.275,31.17,2.682,0.079,NA,41.26,76.466,0,1,1,2016-03-23,2016-07-11,110,"RIJC363"
"1184","220",6,8.779,3.339,5.44,4.45,NA,NA,0.092,NA,13.321,0,2,1,2016-03-24,2016-05-12,49,"RIJC241"
"1185","220",8,19.515,3.125,16.39,12.76,NA,NA,0.513,NA,32.788,0,2,1,2016-03-24,2016-05-26,63,"RIJC241"
"1186","220",10,14.4,NA,14.4,16.23,0,NA,7.821,NA,38.451,0,2,1,2016-03-24,2016-06-09,77,"RIJC241"
"1187","220",11,7.32,NA,7.32,44.23,1.222,0,NA,5.581,58.353,0,2,1,2016-03-24,2016-07-14,112,"RIJC241"
"1188","221",3,1.75,1.304,0.446,0.8645,NA,NA,NA,NA,2.6145,0,2,1,2016-03-24,2016-04-21,28,"RIJC367"
"1189","221",4,2.333,1.602,0.731,0.856,NA,NA,NA,NA,3.189,0,2,1,2016-03-24,2016-04-28,35,"RIJC367"
"1190","221",5,9.181,3.846,5.335,3.941,NA,NA,NA,NA,13.122,0,2,1,2016-03-24,2016-05-05,42,"RIJC367"
"1191","221",7,30.741,2.691,28.05,25.36,NA,NA,4.365,NA,60.466,0,2,1,2016-03-24,2016-05-19,56,"RIJC367"
"1192","221",8,20.586,2.001,18.585,24.16,NA,NA,6.388,NA,51.134,0,2,1,2016-03-24,2016-05-26,63,"RIJC367"
"1193","221",9,10.5,NA,10.5,7.46,0.126,NA,0,NA,18.086,0,2,1,2016-03-24,2016-06-02,70,"RIJC367"
"1194","221",10,28.2,NA,28.2,36.91,0.597,NA,13.614,NA,79.321,0,2,1,2016-03-24,2016-06-09,77,"RIJC367"
"1195","221",11,0,NA,NA,44.14,3.445,NA,NA,14.161,61.746,0,2,1,2016-03-24,2016-07-14,112,"RIJC367"
"1196","222",6,6.342,2.482,3.86,4.11,NA,NA,NA,NA,10.452,0,2,1,2016-03-24,2016-05-12,49,"RIJC250"
"1197","222",7,13.481,2.081,11.4,10.46,NA,NA,2.745,NA,26.686,0,2,1,2016-03-24,2016-05-19,56,"RIJC250"
"1198","222",8,16.263,3.243,13.02,20.16,NA,NA,6.924,NA,43.347,0,2,1,2016-03-24,2016-05-26,63,"RIJC250"
"1199","222",9,9.65,0,9.65,10.64,0.23,NA,2.28,NA,22.8,0,2,1,2016-03-24,2016-06-02,70,"RIJC250"
"1200","222",10,13.3,NA,13.3,15.63,0.693,NA,8.497,NA,38.12,0,2,1,2016-03-24,2016-06-09,77,"RIJC250"
"1201","222",11,0,NA,0,31.6,0.811,NA,NA,33.65,66.061,0,2,1,2016-03-24,2016-07-14,112,"RIJC250"
"1202","223",1,0.1951,0.1951,NA,0.03085,NA,NA,NA,NA,0.22595,0,2,1,2016-03-24,2016-04-07,14,"RIJC145"
"1203","223",2,0.4936,0.4936,NA,0.0884,NA,NA,NA,NA,0.582,0,2,1,2016-03-24,2016-04-14,21,"RIJC145"
"1204","223",3,1.284,1.208,0.076,0.386,NA,NA,NA,NA,1.67,0,2,1,2016-03-24,2016-04-21,28,"RIJC145"
"1205","223",4,2.858,2.522,0.336,1.08,NA,NA,NA,NA,3.938,0,2,1,2016-03-24,2016-04-28,35,"RIJC145"
"1206","223",5,6.737,2.621,4.116,2.945,NA,NA,NA,NA,9.682,0,2,1,2016-03-24,2016-05-05,42,"RIJC145"
"1207","223",6,16.491,5.352,11.139,11.551,NA,NA,0.332,NA,28.374,0,2,1,2016-03-24,2016-05-12,49,"RIJC145"
"1208","223",7,18.418,5.018,13.4,10.89,NA,NA,0.876,NA,30.184,0,2,1,2016-03-24,2016-05-19,56,"RIJC145"
"1209","223",8,10.828,3.948,6.88,12.93,NA,NA,6.049,NA,29.807,0,2,1,2016-03-24,2016-05-26,63,"RIJC145"
"1210","223",9,11.18,NA,11.18,14.265,0.12,NA,6.015,NA,31.58,0,2,1,2016-03-24,2016-06-02,70,"RIJC145"
"1211","223",10,13.8,NA,13.8,21.89,1.27,NA,18.619,NA,55.579,0,2,1,2016-03-24,2016-06-09,77,"RIJC145"
"1212","223",11,2.14,NA,2.14,13.99,2.87,0.12,NA,12.44,31.56,0,2,1,2016-03-24,2016-06-27,95,"RIJC145"
"1213","224",1,0.0413,0.0413,NA,0.01,NA,NA,NA,NA,0.0513,0,2,1,2016-03-24,2016-04-07,14,"RIJC302"
"1214","224",5,3.661,1.683,1.978,0.755,NA,NA,NA,NA,4.416,0,2,1,2016-03-24,2016-05-05,42,"RIJC302"
"1215","224",6,8.554,3.97,4.584,5.286,NA,NA,0.53,NA,14.37,0,2,1,2016-03-24,2016-05-12,49,"RIJC302"
"1216","224",7,19.409,4.169,15.24,10.34,NA,NA,6.608,NA,36.357,0,2,1,2016-03-24,2016-05-19,56,"RIJC302"
"1217","224",8,11.632,3.814,7.818,20.928,NA,NA,NA,NA,32.56,0,2,1,2016-03-24,2016-05-26,63,"RIJC302"
"1218","224",9,11.58,NA,11.58,11.59,0.6,NA,7.98,NA,31.75,0,2,1,2016-03-24,2016-06-02,70,"RIJC302"
"1219","224",10,13.33,NA,13.33,NA,0.503,NA,44.96,NA,58.793,0,2,1,2016-03-24,2016-06-09,77,"RIJC302"
"1220","224",11,0,NA,NA,13.13,NA,NA,NA,39.04,52.17,0,2,1,2016-03-24,2016-07-13,111,"RIJC302"
"1221","225",1,0.1422,0.1422,NA,0.03,NA,NA,NA,NA,0.1722,0,2,1,2016-03-24,2016-04-07,14,"RIJC074"
"1222","225",2,0.449,0.449,NA,0.0835,NA,NA,NA,NA,0.5325,0,2,1,2016-03-24,2016-04-14,21,"RIJC074"
"1223","225",3,0.776,0.762,0.014,0.223,NA,NA,NA,NA,0.999,0,2,1,2016-03-24,2016-04-21,28,"RIJC074"
"1224","225",4,3.816,2.576,1.24,1.48,NA,NA,NA,NA,5.296,0,2,1,2016-03-24,2016-04-28,35,"RIJC074"
"1225","225",5,6.938,2.743,4.195,3.322,NA,NA,0.045,NA,10.305,0,2,1,2016-03-24,2016-05-05,42,"RIJC074"
"1226","225",6,10.793,4.543,6.25,5.71,NA,NA,NA,NA,16.503,0,2,1,2016-03-24,2016-05-12,49,"RIJC074"
"1227","225",7,19.814,5.584,14.23,10.01,NA,NA,NA,NA,29.824,0,2,1,2016-03-24,2016-05-19,56,"RIJC074"
"1228","225",8,24.483,3.678,20.805,16.595,NA,NA,1.936,NA,43.014,0,2,1,2016-03-24,2016-05-26,63,"RIJC074"
"1229","225",9,26.74,NA,26.74,24.75,0.35,NA,7.316,NA,59.156,0,2,1,2016-03-24,2016-06-02,70,"RIJC074"
"1230","225",10,21.49,NA,21.49,29.54,0.721,NA,17.59,NA,69.341,0,2,1,2016-03-24,2016-06-09,77,"RIJC074"
"1231","225",11,0.005,NA,0.005,21.34,1.86,0,11.14,NA,34.345,0,2,1,2016-03-24,2016-07-13,111,"RIJC074"
"1232","226",1,0.112,0.112,NA,0.0177,NA,NA,NA,NA,0.1297,0,2,1,2016-03-24,2016-04-07,14,"RIJC035"
"1233","226",2,0.4155,0.3994,0.0161,0.0771,NA,NA,NA,NA,0.4926,0,2,1,2016-03-24,2016-04-14,21,"RIJC035"
"1234","226",3,1.676,1.391,0.285,0.549,NA,NA,NA,NA,2.225,0,2,1,2016-03-24,2016-04-21,28,"RIJC035"
"1235","226",4,3.594,2.218,1.376,1.431,NA,NA,NA,NA,5.025,0,2,1,2016-03-24,2016-04-28,35,"RIJC035"
"1236","226",5,9.256,3.744,5.512,5.227,NA,NA,0.122,NA,14.605,0,2,1,2016-03-24,2016-05-05,42,"RIJC035"
"1237","226",6,15.042,6.992,8.05,11.22,NA,NA,0.972,NA,27.234,0,2,1,2016-03-24,2016-05-12,49,"RIJC035"
"1238","226",7,11.09,3.93,7.16,12.5,NA,NA,4.667,NA,28.257,0,2,1,2016-03-24,2016-05-19,56,"RIJC035"
"1239","226",8,12.533,1.713,10.82,18.06,NA,NA,14.11,NA,44.703,0,2,1,2016-03-24,2016-05-26,63,"RIJC035"
"1240","226",9,15.81,NA,15.81,27.08,0.759,NA,19.191,NA,62.84,0,2,1,2016-03-24,2016-06-02,70,"RIJC035"
"1241","226",10,20.51,NA,20.51,24.09,0,NA,23.64,NA,68.24,0,2,1,2016-03-24,2016-06-09,77,"RIJC035"
"1242","226",11,0,NA,NA,23.58,4.087,NA,NA,23.73,51.397,0,2,1,2016-03-24,2016-07-14,112,"RIJC035"
"1243","227",4,2.54,1.472,1.068,0.776,NA,NA,NA,NA,3.316,0,2,1,2016-03-24,2016-04-28,35,"RIJC255"
"1244","227",5,9.696,1.708,7.988,4.835,NA,NA,0.941,NA,15.472,0,2,1,2016-03-24,2016-05-05,42,"RIJC255"
"1245","227",6,14.619,1.539,13.08,7.16,NA,NA,NA,NA,21.779,0,2,1,2016-03-24,2016-05-12,49,"RIJC255"
"1246","227",7,24.76,2.36,22.4,18.32,NA,NA,1.508,NA,44.588,0,2,1,2016-03-24,2016-05-19,56,"RIJC255"
"1247","227",8,15.432,4.332,11.1,12.58,NA,NA,0.149,NA,28.161,0,2,1,2016-03-24,2016-05-26,63,"RIJC255"
"1248","227",10,15.68,NA,15.68,14.75,4.457,NA,2.11,NA,36.997,0,2,1,2016-03-24,2016-06-09,77,"RIJC255"
"1249","227",11,8.17,NA,8.17,49.87,0.547,0.01,NA,6.598,65.195,0,2,1,2016-03-24,2016-07-14,112,"RIJC255"
"1250","228",1,0.1302,0.1302,NA,0.0272,NA,NA,NA,NA,0.1574,0,2,1,2016-03-24,2016-04-07,14,"RIJC144"
"1251","228",2,0.2461,0.2097,0.0364,NA,NA,NA,NA,NA,0.2461,0,2,1,2016-03-24,2016-04-14,21,"RIJC144"
"1252","228",3,1.086,0.938,0.148,0.277,NA,NA,NA,NA,1.363,0,2,1,2016-03-24,2016-04-21,28,"RIJC144"
"1253","228",5,9.957,3.576,6.381,4.524,NA,NA,NA,NA,14.481,0,2,1,2016-03-24,2016-05-05,42,"RIJC144"
"1254","228",6,12.451,4.321,8.13,10.5,NA,NA,NA,NA,22.951,0,2,1,2016-03-24,2016-05-12,49,"RIJC144"
"1255","228",7,26.261,6.811,19.45,16.91,NA,NA,1.695,NA,44.866,0,2,1,2016-03-24,2016-05-19,56,"RIJC144"
"1256","228",8,20.704,5.224,15.48,23.44,NA,NA,0.858,NA,45.002,0,2,1,2016-03-24,2016-05-26,63,"RIJC144"
"1257","228",9,41.81,NA,41.81,41.96,0.166,NA,3.457,NA,87.393,0,2,1,2016-03-24,2016-06-02,70,"RIJC144"
"1258","228",10,32.88,NA,32.88,71.36,0.602,NA,20.334,NA,125.176,0,2,1,2016-03-24,2016-06-09,77,"RIJC144"
"1259","228",11,2.84,NA,2.84,55.12,3.84,NA,0.08,70.86,132.74,0,2,1,2016-03-24,2016-07-14,112,"RIJC144"
"1260","229",10,12.43,NA,12.43,11.93,NA,NA,10.85,NA,35.21,0,2,1,2016-03-24,2016-06-09,77,"RIJC232"
"1261","229",11,1.86,NA,1.86,50.18,0,1.55,NA,7.73,61.32,0,2,1,2016-03-24,2016-07-13,111,"RIJC232"
"1262","23",1,0.138,0.138,NA,0.0188,NA,NA,NA,NA,0.1568,0,1,1,2016-03-23,2016-04-05,13,"RIJC146"
"1263","23",2,0.5078,0.4955,0.0123,0.0825,NA,NA,NA,NA,0.5903,0,1,1,2016-03-23,2016-04-12,20,"RIJC146"
"1264","23",3,1.6,1.476,0.124,0.352,NA,NA,NA,NA,1.952,0,1,1,2016-03-23,2016-04-19,27,"RIJC146"
"1265","23",5,8.604,5.298,3.306,3.644,NA,NA,NA,NA,12.248,0,1,1,2016-03-23,2016-05-03,41,"RIJC146"
"1266","23",6,19.429,6.977,12.452,12.092,NA,NA,0.0146,NA,31.5356,0,1,1,2016-03-23,2016-05-10,48,"RIJC146"
"1267","23",7,37.765,5.395,32.37,21.03,NA,NA,4.101,NA,62.896,0,1,1,2016-03-23,2016-05-17,55,"RIJC146"
"1268","23",8,31.394,4.94,26.454,27.85,NA,NA,12.132,NA,71.376,0,1,1,2016-03-23,2016-05-24,62,"RIJC146"
"1269","23",9,25.78,NA,25.78,28.321,0.491,NA,20.212,NA,74.804,0,1,1,2016-03-23,2016-05-31,69,"RIJC146"
"1270","23",10,43.01,0,43.01,57.32,2.47,NA,88.14,NA,190.94,0,1,1,2016-03-23,2016-06-07,76,"RIJC146"
"1271","23",11,4.176,NA,4.176,32.68,3.687,0.538,NA,54.32,95.401,0,1,1,2016-03-23,2016-07-11,110,"RIJC146"
"1272","230",1,0.0849,0.0849,NA,0.0145,NA,NA,NA,NA,0.0994,0,2,1,2016-03-24,2016-04-07,14,"RIJC334"
"1273","230",2,0.8531,0.8531,NA,0.421,NA,NA,NA,NA,1.2741,0,2,1,2016-03-24,2016-04-14,21,"RIJC334"
"1274","230",3,4.405,2.976,1.429,1.72,NA,NA,NA,NA,6.125,0,2,1,2016-03-24,2016-04-21,28,"RIJC334"
"1275","230",4,6.012,3.246,2.766,2.591,NA,NA,NA,NA,8.603,0,2,1,2016-03-24,2016-04-28,35,"RIJC334"
"1276","230",5,17.108,5.872,11.236,15.7115,0.149,NA,4.08,NA,37.0485,0,2,1,2016-03-24,2016-05-05,42,"RIJC334"
"1277","230",6,22.222,6.882,15.34,17.62,NA,NA,NA,NA,39.842,0,2,1,2016-03-24,2016-05-12,49,"RIJC334"
"1278","230",7,27.773,11.623,16.15,23.81,NA,NA,2.381,NA,53.964,0,2,1,2016-03-24,2016-05-19,56,"RIJC334"
"1279","230",8,29.471,4.981,24.49,35.988,NA,NA,6.514,NA,71.973,0,2,1,2016-03-24,2016-05-26,63,"RIJC334"
"1280","230",10,20.53,NA,20.53,31.89,0.106,NA,19.925,NA,72.451,0,2,1,2016-03-24,2016-06-09,77,"RIJC334"
"1281","231",11,2.209,NA,2.209,5.14,0.024,0,0,3.219,10.592,0,2,1,2016-03-24,2016-07-13,111,"RIJC081"
"1282","232",11,3.363,NA,3.363,20.405,1.4365,0,10.611,3.719,39.5345,0,2,1,2016-03-24,2016-07-14,112,"RIJC237"
"1283","233",1,0.19185,0.19185,NA,0.0291,NA,NA,NA,NA,0.22095,0,2,1,2016-03-24,2016-04-07,14,"RIJC203"
"1284","233",2,0.4807,0.4807,NA,0.1152,NA,NA,NA,NA,0.5959,0,2,1,2016-03-24,2016-04-14,21,"RIJC203"
"1285","233",3,1.89,1.798,0.092,0.631,NA,NA,NA,NA,2.521,0,2,1,2016-03-24,2016-04-21,28,"RIJC203"
"1286","233",4,4.429,3.582,0.847,1.554,NA,NA,NA,NA,5.983,0,2,1,2016-03-24,2016-04-28,35,"RIJC203"
"1287","233",5,11.739,3.302,8.437,6.573,NA,NA,NA,NA,18.312,0,2,1,2016-03-24,2016-05-05,42,"RIJC203"
"1288","233",6,11.131,4.59,6.541,8.968,NA,NA,NA,NA,20.099,0,2,1,2016-03-24,2016-05-12,49,"RIJC203"
"1289","233",7,32.262,4.682,27.58,27.93,NA,NA,6.073,NA,66.265,0,2,1,2016-03-24,2016-05-19,56,"RIJC203"
"1290","233",8,14.703,2.133,12.57,13.81,NA,NA,1.559,NA,30.072,0,2,1,2016-03-24,2016-05-26,63,"RIJC203"
"1291","233",9,47.02,NA,47.02,65.61,30.178,NA,1.652,NA,144.46,0,2,1,2016-03-24,2016-06-02,70,"RIJC203"
"1292","233",10,19.47,NA,19.47,34.52,3.366,NA,14.29,NA,71.646,0,2,1,2016-03-24,2016-06-09,77,"RIJC203"
"1293","233",11,0,NA,0,36.35,5.975,0,NA,36.37,78.695,0,2,1,2016-03-24,2016-07-14,112,"RIJC203"
"1294","234",1,0.1049,0.1049,NA,0.021,NA,NA,NA,NA,0.1259,0,2,1,2016-03-24,2016-04-07,14,"RIJC030"
"1295","234",4,4.24,2.88,1.36,1.324,NA,NA,NA,NA,5.564,0,2,1,2016-03-24,2016-04-28,35,"RIJC030"
"1296","234",5,8.944,4.202,4.742,2.914,NA,NA,NA,NA,11.858,0,2,1,2016-03-24,2016-05-05,42,"RIJC030"
"1297","234",6,15.769,4.619,11.15,6.73,NA,NA,NA,NA,22.499,0,2,1,2016-03-24,2016-05-12,49,"RIJC030"
"1298","234",7,20.465,3.852,16.613,9.347,NA,NA,NA,NA,29.812,0,2,1,2016-03-24,2016-05-19,56,"RIJC030"
"1299","234",8,17.515,4.405,13.11,11.99,NA,NA,0.103,NA,29.608,0,2,1,2016-03-24,2016-05-26,63,"RIJC030"
"1300","234",9,38.24,NA,38.24,33.21,1.04,NA,40.05,NA,112.54,0,2,1,2016-03-24,2016-06-02,70,"RIJC030"
"1301","234",10,22.72,NA,22.72,18.78,0.226,NA,0.412,NA,42.138,0,2,1,2016-03-24,2016-06-09,77,"RIJC030"
"1302","234",11,38.53,NA,38.53,100.49,0.69,NA,0.09,35.34,175.14,0,2,1,2016-03-24,2016-07-14,112,"RIJC030"
"1303","235",1,0.1242,0.1242,NA,0.0226,NA,NA,NA,NA,0.1468,0,2,1,2016-03-24,2016-04-07,14,"RIJC208"
"1304","235",5,9.962,4.706,5.256,4.201,NA,NA,NA,NA,14.163,0,2,1,2016-03-24,2016-05-05,42,"RIJC208"
"1305","235",7,18.213,4.173,14.04,9.18,0,NA,0,NA,27.393,0,2,1,2016-03-24,2016-05-19,56,"RIJC208"
"1306","235",8,19.149,5.3525,13.7965,9.9505,NA,NA,0.1075,NA,29.207,0,2,1,2016-03-24,2016-05-26,63,"RIJC208"
"1307","235",9,13.98,NA,13.98,14.95,0.15,NA,0.54,NA,29.62,0,2,1,2016-03-24,2016-06-02,70,"RIJC208"
"1308","235",10,27.75,NA,27.75,44.69,12.48,NA,31.67,NA,116.59,0,2,1,2016-03-24,2016-06-09,77,"RIJC208"
"1309","235",11,15.35,NA,15.35,65.45,17.71,NA,56.29,NA,154.8,0,2,1,2016-03-24,2016-07-13,111,"RIJC208"
"1310","236",1,0.2117,0.2117,NA,0.0365,NA,NA,NA,NA,0.2482,0,2,1,2016-03-24,2016-04-07,14,"RIJC224"
"1311","236",2,0.7662,0.7581,0.0081,0.1422,NA,NA,NA,NA,0.9084,0,2,1,2016-03-24,2016-04-14,21,"RIJC224"
"1312","236",3,5.09,3.492,1.598,2,NA,NA,NA,NA,7.09,0,2,1,2016-03-24,2016-04-21,28,"RIJC224"
"1313","236",4,4.614,2.628,1.986,1.804,NA,NA,NA,NA,6.418,0,2,1,2016-03-24,2016-04-28,35,"RIJC224"
"1314","236",5,8.415,3.791,4.624,4.042,NA,NA,NA,NA,12.457,0,2,1,2016-03-24,2016-05-05,42,"RIJC224"
"1315","236",6,23.278,7.648,15.63,14.76,NA,NA,0.122,NA,38.16,0,2,1,2016-03-24,2016-05-12,49,"RIJC224"
"1316","236",7,17.474,5.144,12.33,14.36,NA,NA,5.385,NA,37.219,0,2,1,2016-03-24,2016-05-19,56,"RIJC224"
"1317","236",8,26.022,4.033,21.989,26.433,NA,NA,2.699,NA,55.154,0,2,1,2016-03-24,2016-05-26,63,"RIJC224"
"1318","236",9,27.12,NA,27.12,44.08,0.128,NA,22.597,NA,93.925,0,2,1,2016-03-24,2016-06-02,70,"RIJC224"
"1319","236",10,15.47,NA,15.47,36.85,0.594,NA,31.96,NA,84.874,0,2,1,2016-03-24,2016-06-09,77,"RIJC224"
"1320","236",11,13.53,NA,13.53,68.85,2.144,NA,29.42,NA,113.944,0,2,1,2016-03-24,2016-07-13,111,"RIJC224"
"1321","237",1,0.2106,0.2106,NA,0.0381,NA,NA,NA,NA,0.2487,0,2,1,2016-03-24,2016-04-07,14,"TM8"
"1322","237",2,0.5979,0.5979,NA,0.1325,NA,NA,NA,NA,0.7304,0,2,1,2016-03-24,2016-04-14,21,"TM8"
"1323","237",3,3.212,2.356,0.856,1.088,NA,NA,NA,NA,4.3,0,2,1,2016-03-24,2016-04-21,28,"TM8"
"1324","237",4,7.586,4.9,2.686,3.22,NA,NA,NA,NA,10.806,0,2,1,2016-03-24,2016-04-28,35,"TM8"
"1325","237",5,7.307,2.918,4.389,4.185,NA,NA,NA,NA,11.492,0,2,1,2016-03-24,2016-05-05,42,"TM8"
"1326","237",6,22.182,3.652,18.53,15.82,NA,NA,NA,0.437,38.439,0,2,1,2016-03-24,2016-05-12,49,"TM8"
"1327","237",7,29.805,4.35,25.455,26.115,NA,NA,24.972,NA,80.892,0,2,1,2016-03-24,2016-05-19,56,"TM8"
"1328","237",8,25.675,1.345,24.33,34.93,NA,NA,52.21,NA,112.815,0,2,1,2016-03-24,2016-05-26,63,"TM8"
"1329","237",10,6.74,NA,6.74,17.98,6.51,NA,43.8,NA,75.03,0,2,1,2016-03-24,2016-06-09,77,"TM8"
"1330","237",11,4.16,NA,4.16,22.77,5.48,1.1,NA,33.11,66.62,0,2,1,2016-03-24,2016-07-13,111,"TM8"
"1331","238",1,0.0638,0.0638,NA,0.0148,NA,NA,NA,NA,0.0786,0,2,1,2016-03-24,2016-04-07,14,"RIJC079"
"1332","238",2,0.2973,0.2536,0.0437,NA,NA,NA,NA,NA,0.2973,0,2,1,2016-03-24,2016-04-14,21,"RIJC079"
"1333","238",4,3.0918,2.00905,1.08275,0.9533,NA,NA,NA,NA,4.0451,0,2,1,2016-03-24,2016-04-28,35,"RIJC079"
"1334","238",5,11.086,4.333,6.753,5.052,NA,NA,NA,NA,16.138,0,2,1,2016-03-24,2016-05-05,42,"RIJC079"
"1335","238",6,4.591,4.511,0.08,1.81,NA,NA,0.83,NA,7.231,0,2,1,2016-03-24,2016-05-12,49,"RIJC079"
"1336","238",7,15.107,2.087,13.02,16.89,NA,NA,8.919,NA,40.916,0,2,1,2016-03-24,2016-05-19,56,"RIJC079"
"1337","238",8,16.685,2.478,14.207,25.97,NA,NA,7.475,NA,50.13,0,2,1,2016-03-24,2016-05-26,63,"RIJC079"
"1338","238",9,19.09,NA,19.09,32.68,1.98,NA,12.45,NA,66.2,0,2,1,2016-03-24,2016-06-02,70,"RIJC079"
"1339","238",10,13.97,NA,13.97,23.39,1.11,NA,3.963,NA,42.433,0,2,1,2016-03-24,2016-06-09,77,"RIJC079"
"1340","239",4,3.504,2.126,1.378,1.022,NA,NA,NA,NA,4.526,0,2,1,2016-03-24,2016-04-28,35,"RIJC206"
"1341","239",5,11.707,3.189,8.518,4.605,NA,NA,NA,NA,16.312,0,2,1,2016-03-24,2016-05-05,42,"RIJC206"
"1342","239",6,17.016,5.186,11.83,6.37,NA,NA,0.264,NA,23.65,0,2,1,2016-03-24,2016-05-12,49,"RIJC206"
"1343","239",7,28.171,8.045,20.126,19.184,NA,NA,4.7,NA,52.055,0,2,1,2016-03-24,2016-05-19,56,"RIJC206"
"1344","239",8,23.239,3.249,19.99,23.23,NA,NA,0.245,NA,46.714,0,2,1,2016-03-24,2016-05-26,63,"RIJC206"
"1345","239",9,23.68,NA,23.68,36.61,0.0046,NA,95.03,NA,155.3246,0,2,1,2016-03-24,2016-06-02,70,"RIJC206"
"1346","239",10,34.57,NA,34.57,38.87,0.251,NA,26.645,NA,100.336,0,2,1,2016-03-24,2016-06-09,77,"RIJC206"
"1347","239",11,15.74,NA,15.74,57.09,1.217,NA,NA,30.703,104.75,0,2,1,2016-03-24,2016-07-14,112,"RIJC206"
"1348","24",1,0.1846,0.1846,NA,0.0299,NA,NA,NA,NA,0.2145,0,1,1,2016-03-23,2016-04-05,13,"JAM"
"1349","24",2,0.4606,0.4606,NA,0.0639,NA,NA,NA,NA,0.5245,0,1,1,2016-03-23,2016-04-12,20,"JAM"
"1350","24",3,1.311,1.29,0.021,0.239,NA,NA,NA,NA,1.55,0,1,1,2016-03-23,2016-04-19,27,"JAM"
"1351","24",5,12.119,6.345,5.774,6.035,NA,NA,NA,NA,18.154,0,1,1,2016-03-23,2016-05-03,41,"JAM"
"1352","24",6,9.718,5.648,4.07,3.95,NA,NA,NA,NA,13.668,0,1,1,2016-03-23,2016-05-10,48,"JAM"
"1353","24",7,23.51,NA,23.51,15.95,NA,NA,2.415,NA,41.875,0,1,1,2016-03-23,2016-05-17,55,"JAM"
"1354","24",8,18.854,1.664,17.19,21.34,NA,NA,3.502,NA,43.696,0,1,1,2016-03-23,2016-05-24,62,"JAM"
"1355","24",10,16.58,NA,16.58,33.91,1.087,NA,33.737,NA,85.314,0,1,1,2016-03-23,2016-06-07,76,"JAM"
"1356","24",11,6.177,NA,6.177,35.84,7.707,0.277,NA,32.198,82.199,0,1,1,2016-03-23,2016-07-12,111,"JAM"
"1357","240",1,0.0118,0.0118,NA,0.0218,NA,NA,NA,NA,0.0336,0,2,1,2016-03-24,2016-04-07,14,"RIJC331"
"1358","240",2,0.3445,0.3445,NA,0.0858,NA,NA,NA,NA,0.4303,0,2,1,2016-03-24,2016-04-14,21,"RIJC331"
"1359","240",3,1.628,1.364,0.264,0.538,NA,NA,NA,NA,2.166,0,2,1,2016-03-24,2016-04-21,28,"RIJC331"
"1360","240",4,4.708,2.641,2.067,1.601,NA,NA,NA,NA,6.309,0,2,1,2016-03-24,2016-04-28,35,"RIJC331"
"1361","240",5,10.201,1.509,8.692,5.679,NA,NA,NA,NA,15.88,0,2,1,2016-03-24,2016-05-05,42,"RIJC331"
"1362","240",6,15.415,3.645,11.77,11.04,NA,NA,3.1975,NA,29.6525,0,2,1,2016-03-24,2016-05-12,49,"RIJC331"
"1363","240",7,17.123,3.073,14.05,19.28,NA,NA,2.551,NA,38.954,0,2,1,2016-03-24,2016-05-19,56,"RIJC331"
"1364","240",8,31.268,3.648,27.62,29.82,NA,NA,4.332,NA,65.42,0,2,1,2016-03-24,2016-05-26,63,"RIJC331"
"1365","240",9,22.03,NA,22.03,33.56,NA,NA,14.07,NA,69.66,0,2,1,2016-03-24,2016-06-02,70,"RIJC331"
"1366","240",10,12.65,NA,12.65,26.72,2.7,NA,13.515,NA,55.585,0,2,1,2016-03-24,2016-06-09,77,"RIJC331"
