Period,time,Tavg,Tmin,Tmax,srad
4/14/2016,17:00,21.10555556,20.9,21.42777778,81.23
4/14/2016,18:00,20.24444444,19.86111111,20.67222222,19.4
4/14/2016,19:00,19.47777778,19.32222222,19.63888889,0.31
4/14/2016,20:00,18.91111111,18.72777778,19.08888889,0
4/14/2016,21:00,18.57777778,18.52777778,18.63888889,0
4/14/2016,22:00,18.55555556,18.48888889,18.57777778,0.01
4/14/2016,23:00,18.16666667,18.1,18.23888889,0.01
4/15/2016,0:00,18.11666667,18.07777778,18.15,0.01
4/15/2016,1:00,18.25,18.17222222,18.37222222,0.02
4/15/2016,2:00,18.6,18.45,18.72777778,0.02
4/15/2016,3:00,18.83333333,18.78888889,18.87777778,0.02
4/15/2016,4:00,18.45555556,18.28888889,18.72222222,0.02
4/15/2016,5:00,18.45555556,18.37777778,18.5,0.03
4/15/2016,6:00,18.98888889,18.57222222,19.48888889,8.93
4/15/2016,7:00,19.87777778,19.72222222,20.02777778,46.55
4/15/2016,8:00,20.47777778,20.17777778,20.65,97.38
4/15/2016,9:00,21.92222222,20.96111111,22.6,262.8
4/15/2016,10:00,23.02777778,22.77777778,23.32222222,228
4/15/2016,11:00,23.36111111,22.78888889,23.82222222,340.2
4/15/2016,12:00,23.82222222,23.63888889,24.11111111,503.2
4/15/2016,13:00,24.11666667,23.37222222,25.11111111,461
4/15/2016,14:00,25.17777778,24.71111111,25.53888889,420
4/15/2016,15:00,24.12777778,23.66111111,24.36111111,357.03
4/15/2016,16:00,23.21666667,23,23.62777778,154.12
4/15/2016,17:00,22.6,22.38888889,22.8,92.81
4/15/2016,18:00,22.22222222,21.82222222,22.63888889,48.49
4/15/2016,19:00,21.13888889,20.52777778,21.67222222,0.44
4/15/2016,20:00,20.41111111,20.26111111,20.52222222,0
4/15/2016,21:00,19.83888889,19.67777778,20.11111111,0.01
4/15/2016,22:00,19.69444444,19.62777778,19.77222222,0.01
4/15/2016,23:00,20.18888889,20,20.3,0.01
4/16/2016,0:00,20,19.95,20.06111111,0.01
4/16/2016,1:00,19.78888889,19.57777778,19.96111111,0.01
4/16/2016,2:00,19.31111111,19.15,19.52222222,0.01
4/16/2016,3:00,18.93888889,18.92777778,18.95,0.01
4/16/2016,4:00,18.92222222,18.77222222,19.17222222,0.01
4/16/2016,5:00,19.34444444,19.21111111,19.43888889,0.04
4/16/2016,6:00,19.61111111,19.5,19.68888889,14.03
4/16/2016,7:00,20.55555556,19.95,21.22777778,120.81
4/16/2016,8:00,22.1,21.72777778,22.46111111,271.07
4/16/2016,9:00,23.30555556,22.62777778,24.32777778,397.37
4/16/2016,10:00,23.97777778,23.62777778,24.25,394.5
4/16/2016,11:00,24.64444444,24.22222222,25.02222222,518.95
4/16/2016,12:00,24.56666667,24.31111111,24.9,353.45
4/16/2016,13:00,25.2,24.23888889,25.85,638.78
4/16/2016,14:00,25.28333333,24.53888889,26.02777778,517.35
4/16/2016,15:00,24.61111111,24.12222222,25.11111111,471.3
4/16/2016,16:00,24.35555556,23.76111111,24.8,359.5
4/16/2016,17:00,23.82222222,23.55,24.43888889,274.17
4/16/2016,18:00,22.01111111,21.46111111,22.67222222,46.61
4/16/2016,19:00,20.62777778,20.16111111,21.15,1.65
4/16/2016,20:00,19.15,18.71111111,19.72222222,0
4/16/2016,21:00,18.31111111,18.05,18.48888889,0
4/16/2016,22:00,17.85555556,17.76111111,18.01111111,0
4/16/2016,23:00,18,17.85,18.12222222,0
4/17/2016,0:00,17.47222222,17.17777778,17.67222222,0
4/17/2016,1:00,16.88333333,16.72222222,17.08888889,0
4/17/2016,2:00,16.57222222,16.52222222,16.65,0
4/17/2016,3:00,16.45,16.41111111,16.47777778,0
4/17/2016,4:00,16.48888889,16.47222222,16.52222222,0
4/17/2016,5:00,16.55,16.51111111,16.6,0.02
4/17/2016,6:00,16.97222222,16.83888889,17.28888889,23.44
4/17/2016,7:00,18.17777778,18.02222222,18.43888889,128.85
4/17/2016,8:00,18.66666667,18.53888889,18.93888889,188.88
4/17/2016,9:00,19.91666667,19.27777778,20.3,375.9
4/17/2016,10:00,20.78888889,20.32222222,21.32222222,368.02
4/17/2016,11:00,22.03888889,21.63888889,22.42222222,424.62
4/17/2016,12:00,23.98333333,23.42222222,24.22222222,788.32
4/17/2016,13:00,24.77777778,24.43888889,25.25,745.85
4/17/2016,14:00,24.76666667,24.51111111,25.02222222,685.38
4/17/2016,15:00,24.46111111,24.21111111,24.72777778,612.05
4/17/2016,16:00,23.83888889,23.4,24.17777778,476.73
4/17/2016,17:00,22.42777778,21.67222222,23.28888889,281.78
4/17/2016,18:00,20.15555556,19.18888889,21.17777778,81.58
4/17/2016,19:00,17.84444444,17.22777778,18.63888889,1.85
4/17/2016,20:00,16.35,15.91111111,16.86111111,0
4/17/2016,21:00,15.14444444,14.47777778,15.7,0
4/17/2016,22:00,13.74444444,13.55,14.03888889,0
4/17/2016,23:00,13.27777778,13.07222222,13.37222222,0
4/18/2016,0:00,13.02777778,12.71111111,13.21111111,0
4/18/2016,1:00,12.46111111,12.27222222,12.67777778,0
4/18/2016,2:00,12.73333333,12.4,13.12222222,0
4/18/2016,3:00,13.92222222,13.57222222,14.16111111,0
4/18/2016,4:00,14.35,14.22222222,14.42777778,0
4/18/2016,5:00,14.32222222,14.17777778,14.46111111,0.03
4/18/2016,6:00,14.82222222,14.62222222,15.31111111,34.86
4/18/2016,7:00,17.08333333,16.17222222,18.05,213.25
4/18/2016,8:00,19.78333333,18.62222222,20.9,423
4/18/2016,9:00,22.15,21.47222222,22.65,612.13
4/18/2016,10:00,23.77777778,23.17777778,24.41111111,758.75
4/18/2016,11:00,25.33888889,24.8,25.97777778,848.5
4/18/2016,12:00,26.3,26.16111111,26.67222222,879
4/18/2016,13:00,26.83888889,26.81111111,26.9,869
4/18/2016,14:00,26.9,26.62222222,27.15,792.25
4/18/2016,15:00,26.68888889,26.51111111,26.88888889,661.45
4/18/2016,16:00,26.05,25.57222222,26.45,487.6
4/18/2016,17:00,24.9,24.32222222,25.42777778,287.48
4/18/2016,18:00,22.67222222,21.58888889,23.67222222,78.52
4/18/2016,19:00,19.68333333,18.67777778,20.73888889,1.63
4/18/2016,20:00,17.25,16.17222222,18.08888889,0
4/18/2016,21:00,14.86666667,14.27777778,15.57777778,0
4/18/2016,22:00,13.77222222,13.47222222,14.07777778,0
4/18/2016,23:00,12.81666667,12.63888889,13.12777778,0.01
4/19/2016,0:00,12.40555556,12.22777778,12.63888889,0.06
4/19/2016,1:00,13.9,13.4,14.4,0.05
4/19/2016,2:00,12.11666667,11.77777778,12.56111111,0.06
4/19/2016,3:00,10.96111111,10.92222222,10.98888889,0.13
4/19/2016,4:00,10.91111111,10.8,10.96111111,0.16
4/19/2016,5:00,10.66666667,10.45,10.85,0.23
4/19/2016,6:00,11.14444444,10.68888889,12.12777778,33.49
4/19/2016,7:00,15.71666667,13.57777778,17.63888889,219.08
4/19/2016,8:00,20.31111111,18.87222222,21.62777778,424.28
4/19/2016,9:00,23.17222222,22.27777778,23.8,605.7
4/19/2016,10:00,25.08333333,24.45,25.83888889,745.82
4/19/2016,11:00,26.27777778,26.12222222,26.52222222,849.5
4/19/2016,12:00,27.33333333,26.91111111,27.95,865.82
4/19/2016,13:00,27.92222222,27.55,28.52222222,791.57
4/19/2016,14:00,28.02777778,27.13888889,28.76111111,605.3
4/19/2016,15:00,28.17777778,27.17777778,28.62777778,611.47
4/19/2016,16:00,27.92777778,27.72777778,28.17777778,481.7
4/19/2016,17:00,27.09444444,26.15,27.72222222,254.12
4/19/2016,18:00,24.66111111,23.72777778,25.35,40.62
4/19/2016,19:00,22.42777778,21.72222222,23.08888889,1.5
4/19/2016,20:00,20.66111111,20.17222222,21.13888889,0
4/19/2016,21:00,19.32777778,18.81111111,19.81111111,0
4/19/2016,22:00,17.92777778,17.71111111,18.26111111,0
4/19/2016,23:00,16.3,15.06111111,17.27222222,0
4/20/2016,0:00,14.01111111,13.52777778,14.65,0
4/20/2016,1:00,13.1,12.85,13.42222222,0
4/20/2016,2:00,12.46111111,12.03888889,12.7,0.03
4/20/2016,3:00,11.97222222,11.72222222,12.17777778,0.11
4/20/2016,4:00,11.9,11.82222222,11.97222222,0.15
4/20/2016,5:00,11.47777778,11.22222222,11.67777778,0.21
4/20/2016,6:00,11.92222222,11.52222222,12.72222222,33.78
4/20/2016,7:00,15.58888889,13.98888889,16.42222222,185.65
4/20/2016,8:00,19.98888889,18.25,21.52777778,404.8
4/20/2016,9:00,23.50555556,22.7,24.52222222,581.72
4/20/2016,10:00,25.05,24.22222222,25.52777778,737.6
4/20/2016,11:00,25.92777778,25.52777778,26.32222222,728.4
4/20/2016,12:00,26.37777778,26.08888889,26.7,597.4
4/20/2016,13:00,27.20555556,26.47222222,28.03888889,635.28
4/20/2016,14:00,27.32777778,26.67777778,28.53888889,561.4
4/20/2016,15:00,27.83333333,27.21111111,28.21111111,572.43
4/20/2016,16:00,27.70555556,27.23888889,28.06111111,325.97
4/20/2016,17:00,27.04444444,26.71111111,27.4,209.98
4/20/2016,18:00,24.92777778,23.98888889,25.86111111,55.87
4/20/2016,19:00,23,22.47222222,23.57777778,0.81
4/20/2016,20:00,21.68333333,21.3,22.16111111,0
4/20/2016,21:00,20.69444444,20.26111111,21.2,0
4/20/2016,22:00,19.72777778,19.32222222,20.11111111,0
4/20/2016,23:00,18.13333333,17.17777778,18.86111111,0
4/21/2016,0:00,15.82777778,15.53888889,16.43888889,0
4/21/2016,1:00,15.05555556,14.78888889,15.52777778,0
4/21/2016,2:00,14.73333333,14.41111111,14.97222222,0
4/21/2016,3:00,14.38333333,14.22777778,14.61111111,0
4/21/2016,4:00,13.94444444,13.52222222,14.25,0.01
4/21/2016,5:00,13.31111111,13.07222222,13.43888889,0.16
4/21/2016,6:00,13.55,12.83888889,14.75,41.78
4/21/2016,7:00,18.58888889,16.57777778,20.33888889,220.85
4/21/2016,8:00,22.60555556,21.71111111,23.88888889,337.22
4/21/2016,9:00,25.3,24.95,25.82222222,532.05
4/21/2016,10:00,26.52777778,25.51111111,27.32777778,627.62
4/21/2016,11:00,26.80555556,25.92222222,27.73888889,484.53
4/21/2016,12:00,28.45555556,28.37222222,28.52222222,703.07
4/21/2016,13:00,28.06111111,26.92222222,28.85,575.52
4/21/2016,14:00,28.16111111,27.37777778,28.67222222,512.85
4/21/2016,15:00,28.32777778,27.76111111,28.9,546.28
4/21/2016,16:00,27.75,27.52222222,28.07222222,377
4/21/2016,17:00,26.97222222,26.72777778,27.28888889,80.6
4/21/2016,18:00,26.34444444,25.73888889,26.75,46.32
4/21/2016,19:00,24.46666667,23.81111111,25.17777778,2.36
4/21/2016,20:00,22.56111111,21.81111111,23.42222222,0
4/21/2016,21:00,21.40555556,20.87222222,21.91111111,0
4/21/2016,22:00,20.22222222,19.86111111,20.73888889,0
4/21/2016,23:00,19.21666667,18.61111111,19.82777778,0
4/22/2016,0:00,19.56111111,19.32222222,19.67777778,0
4/22/2016,1:00,18.58333333,18.41111111,18.85,0
4/22/2016,2:00,18.06666667,17.77777778,18.27777778,0
4/22/2016,3:00,16.77777778,16.67222222,16.93888889,0
4/22/2016,4:00,16.72777778,16.45,16.87222222,0
4/22/2016,5:00,15.8,15.52777778,16.08888889,0.05
4/22/2016,6:00,16.30555556,15.58888889,17.47777778,38.48
4/22/2016,7:00,19.03888889,17.78888889,20.77777778,153.02
4/22/2016,8:00,22.48888889,21.83888889,23.26111111,204.85
4/22/2016,9:00,25.47777778,24.53888889,26.13888889,455.15
4/22/2016,10:00,26.72777778,26.03888889,27.63888889,556.18
4/22/2016,11:00,27.82777778,27.62777778,28.05,534.05
4/22/2016,12:00,28.5,28.27777778,28.66111111,547.08
4/22/2016,13:00,24.56111111,23.03888889,25.92222222,316.32
4/22/2016,14:00,27.32222222,26.58888889,27.97777778,439.8
4/22/2016,15:00,24.27777778,23.77222222,24.85,276.75
4/22/2016,16:00,24.41111111,23.9,24.86111111,213.77
4/22/2016,17:00,24.09444444,24,24.18888889,86.23
4/22/2016,18:00,22.47777778,19.68888889,24.17777778,15.89
4/22/2016,19:00,18.95555556,18.73888889,19.3,2.27
4/22/2016,20:00,18.83333333,18.77777778,18.88888889,0.19
4/22/2016,21:00,18.96666667,18.92777778,19,0.2
4/22/2016,22:00,18.82222222,18.77777778,18.87777778,0.19
4/22/2016,23:00,18.86111111,18.83888889,18.88888889,0.18
4/23/2016,0:00,18.87222222,18.82222222,18.91111111,0.18
4/23/2016,1:00,18.87777778,18.87222222,18.88888889,0.17
4/23/2016,2:00,18.82777778,18.78888889,18.87777778,0.17
4/23/2016,3:00,17.90555556,17.52222222,18.35,0.16
4/23/2016,4:00,17.73333333,17.71111111,17.77222222,0.13
4/23/2016,5:00,17.80555556,17.73888889,17.82777778,0.18
4/23/2016,6:00,17.97222222,17.91111111,18.06111111,15.6
4/23/2016,7:00,18.51111111,18,19.1,147.79
4/23/2016,8:00,20.27222222,19.7,20.65,340.18
4/23/2016,9:00,21.61666667,20.82777778,22.17222222,429.82
4/23/2016,10:00,23.1,22.48888889,23.57222222,545.35
4/23/2016,11:00,24.61666667,23.8,25.46111111,669.25
4/23/2016,12:00,26.15555556,25.17222222,26.58888889,767.35
4/23/2016,13:00,27.47222222,27.32777778,27.62222222,652.07
4/23/2016,14:00,28.93333333,28.23888889,29.43888889,767.9
4/23/2016,15:00,28.75,28.25,29.23888889,538.72
4/23/2016,16:00,28.72222222,28.22777778,29.3,428.55
4/23/2016,17:00,28.22777778,27.98888889,28.56111111,259.5
4/23/2016,18:00,26.36666667,25,27.67777778,75.01
4/23/2016,19:00,23.38333333,22.83888889,24.17777778,1.83
4/23/2016,20:00,21.97222222,21.42777778,22.63888889,0
4/23/2016,21:00,20.66666667,20.23888889,21.12222222,0
4/23/2016,22:00,20,19.63888889,20.3,0
4/23/2016,23:00,18.87222222,18.57777778,19.2,0.01
4/24/2016,0:00,17.87777778,17.51111111,18.21111111,0.06
4/24/2016,1:00,17.21111111,16.95,17.41111111,0.13
4/24/2016,2:00,16.73888889,16.36111111,17.12777778,0.16
4/24/2016,3:00,18.60555556,18.47222222,18.66111111,0.18
4/24/2016,4:00,18.31111111,18.25,18.45,0.17
4/24/2016,5:00,18.23888889,18.07222222,18.4,0.23
4/24/2016,6:00,18.39444444,18.27777778,18.62222222,35.87
4/24/2016,7:00,20.13333333,19.26111111,20.98888889,226.67
4/24/2016,8:00,23.01666667,21.87777778,24.15,431.25
4/24/2016,9:00,25.87777778,24.97222222,26.57777778,612.4
4/24/2016,10:00,28.10555556,27.12777778,28.96111111,802.25
4/24/2016,11:00,29.21666667,28.91111111,29.45,915.75
4/24/2016,12:00,29.21666667,28.86111111,29.46111111,698.33
4/24/2016,13:00,29.91111111,29.67777778,30.12222222,731.82
4/24/2016,14:00,29.63888889,28.62777778,30.11111111,610.55
4/24/2016,15:00,30.49444444,30.41111111,30.57777778,676.6
4/24/2016,16:00,29.77777778,28.31111111,30.47222222,455.43
4/24/2016,17:00,27.89444444,27.17222222,28.45,202.38
4/24/2016,18:00,25.69444444,24.77777778,26.67222222,78.5
4/24/2016,19:00,23.42222222,22.48888889,24.36111111,2.82
4/24/2016,20:00,21.85,21.48888889,22.32777778,0
4/24/2016,21:00,20.3,19.37777778,21.07222222,0
4/24/2016,22:00,18.38333333,17.87222222,18.85,0
4/24/2016,23:00,17.05,16.73888889,17.51111111,0
4/25/2016,0:00,16.56666667,16.48888889,16.62777778,0
4/25/2016,1:00,16.14444444,15.91111111,16.52222222,0
4/25/2016,2:00,16.15,16,16.27222222,0.02
4/25/2016,3:00,16.12777778,16.01111111,16.22222222,0.1
4/25/2016,4:00,15.93333333,15.75,16.15,0.1
4/25/2016,5:00,16.20555556,15.97777778,16.42222222,0.36
4/25/2016,6:00,17.01111111,16.05,18.61111111,64.76
4/25/2016,7:00,19.96666667,19.35,20.62777778,109.7
4/25/2016,8:00,22.4,21.47222222,23.07777778,224.8
4/25/2016,9:00,24.69444444,23.77777778,25.18888889,414.7
4/25/2016,10:00,26.29444444,25.71111111,26.92222222,580.4
4/25/2016,11:00,27.15,26.56111111,27.62777778,560.83
4/25/2016,12:00,28.38888889,28.32222222,28.55,736.68
4/25/2016,13:00,29.16111111,28.92777778,29.46111111,797.5
4/25/2016,14:00,29.9,29.78888889,30.07777778,730.32
4/25/2016,15:00,29.65,29.22222222,30.37222222,505.55
4/25/2016,16:00,28.37777778,27.92777778,28.68888889,195.45
4/25/2016,17:00,27.78333333,27.1,28.32777778,199.78
4/25/2016,18:00,25.80555556,25.06111111,26.47222222,60.72
4/25/2016,19:00,23.72222222,22.97222222,24.52222222,1.92
4/25/2016,20:00,22.25555556,21.65,22.85,0
4/25/2016,21:00,20.71666667,19.98888889,21.31111111,0
4/25/2016,22:00,19.05555556,18.46111111,19.63888889,0
4/25/2016,23:00,19.35555556,18.9,19.58888889,0
4/26/2016,0:00,18.93888889,18.38888889,19.33888889,0
4/26/2016,1:00,17.05555556,16.23888889,18.2,0
4/26/2016,2:00,15.71111111,15.45,15.96111111,0
4/26/2016,3:00,14.86666667,14.8,15.05,0.01
4/26/2016,4:00,15.03888889,14.86111111,15.31111111,0.04
4/26/2016,5:00,15.67777778,15.42777778,15.81111111,0.29
4/26/2016,6:00,16.26111111,15.63888889,17.42777778,46.6
4/26/2016,7:00,20.02777778,18.73888889,21.25,216.12
4/26/2016,8:00,23.26111111,22.17222222,24.43888889,413.15
4/26/2016,9:00,25.7,24.87777778,26.55,594.8
4/26/2016,10:00,27.57222222,27.08888889,28.02222222,740.88
4/26/2016,11:00,28.77777778,28.17777778,29.21111111,829.5
4/26/2016,12:00,29.92222222,29.67222222,30.28888889,876.25
4/26/2016,13:00,30.42777778,29.21111111,31.07777778,698.93
4/26/2016,14:00,30.99444444,30.03888889,32.07222222,654.53
4/26/2016,15:00,30.45555556,29.21111111,31.4,504.93
4/26/2016,16:00,30.32222222,29.63888889,30.92222222,382.67
4/26/2016,17:00,28.9,28.12222222,29.53888889,155.33
4/26/2016,18:00,27.14444444,26.62777778,27.65,23.94
4/26/2016,19:00,25.46111111,24.48888889,26.28888889,2.32
4/26/2016,20:00,22.95555556,22.01111111,24.06111111,0
4/26/2016,21:00,21.46666667,21.27222222,21.6,0
4/26/2016,22:00,20.67777778,20.43888889,21.17777778,0
4/26/2016,23:00,20.73888889,20.61111111,20.9,0
4/27/2016,0:00,20.65555556,20.52777778,20.77222222,0
4/27/2016,1:00,20.12222222,19.91111111,20.3,0
4/27/2016,2:00,19.06111111,18.77222222,19.62777778,0
4/27/2016,3:00,18.67777778,18.58888889,18.77777778,0
4/27/2016,4:00,18.15555556,17.77222222,18.45,0
4/27/2016,5:00,18.07777778,17.97222222,18.17777778,0.21
4/27/2016,6:00,18.28333333,17.97222222,18.8,44.38
4/27/2016,7:00,20.75555556,19.52222222,22.18888889,215.2
4/27/2016,8:00,24.10555556,23.05,25.17777778,412.93
4/27/2016,9:00,26.77777778,26.03888889,27.48888889,592.85
4/27/2016,10:00,28.71666667,27.91111111,29.32222222,739.27
4/27/2016,11:00,30.18333333,29.56111111,30.6,846.5
4/27/2016,12:00,31.15,30.55,31.72777778,761.85
4/27/2016,13:00,31.25,30.72222222,32.21111111,540.9
4/27/2016,14:00,31.74444444,31.42777778,31.95,563.12
4/27/2016,15:00,30.77222222,30.61111111,31.12222222,229.45
4/27/2016,16:00,30.52222222,30.3,30.87222222,175.82
4/27/2016,17:00,29.72222222,29.31111111,30.25,146.83
4/27/2016,18:00,27.87777778,27.35,28.62222222,55.17
4/27/2016,19:00,26.10555556,25.48888889,26.8,1.9
4/27/2016,20:00,24.68333333,24.08888889,25.2,0
4/27/2016,21:00,22.80555556,22.12777778,23.41111111,0
4/27/2016,22:00,21.22222222,20.93888889,21.63888889,0
4/27/2016,23:00,20.07222222,19.83888889,20.42777778,0
4/28/2016,0:00,19.70555556,19.57222222,19.78888889,0
4/28/2016,1:00,19.66111111,19.56111111,19.8,0
4/28/2016,2:00,20.08333333,19.9,20.2,0
4/28/2016,3:00,19.26666667,18.86111111,19.61111111,0
4/28/2016,4:00,19.28333333,18.8,19.77222222,0
4/28/2016,5:00,18.52777778,18.48888889,18.63888889,0.14
4/28/2016,6:00,19.4,18.63888889,20.22222222,31.95
4/28/2016,7:00,21.51111111,20.61111111,22.93888889,184.83
4/28/2016,8:00,24.06111111,23.85,24.38888889,278.65
4/28/2016,9:00,27.07777778,25.72777778,28.1,590.17
4/28/2016,10:00,29.23333333,28.8,29.53888889,649.6
4/28/2016,11:00,30.90555556,30.15,31.76111111,726.4
4/28/2016,12:00,31.47222222,31.18888889,32.07222222,670.45
4/28/2016,13:00,32.24444444,32.05,32.63888889,696.05
4/28/2016,14:00,32.57222222,32.22777778,32.95,655.85
4/28/2016,15:00,31.93888889,31.61111111,32.32777778,467.95
4/28/2016,16:00,31.04444444,30.87222222,31.27222222,295.43
4/28/2016,17:00,29.77777778,28.76111111,30.67777778,195.87
4/28/2016,18:00,27.72222222,26.93888889,28.37222222,59.55
4/28/2016,19:00,25.54444444,24.67222222,26.6,2.56
4/28/2016,20:00,23.42222222,22.87777778,24.27222222,0
4/28/2016,21:00,22.09444444,21.55,22.62222222,0
4/28/2016,22:00,20.71666667,20.16111111,21.1,0
4/28/2016,23:00,19.94444444,19.77222222,20.16111111,0
4/29/2016,0:00,19.5,19.23888889,19.73888889,0
4/29/2016,1:00,18.92777778,18.82777778,19.07777778,0.03
4/29/2016,2:00,19.12777778,19.05,19.2,0.16
4/29/2016,3:00,18.95,18.81111111,19.11111111,0.15
4/29/2016,4:00,18.96666667,18.87222222,19.15,0.14
4/29/2016,5:00,19.92222222,19.5,20.37777778,0.31
4/29/2016,6:00,20.7,20.4,21.11111111,15.53
4/29/2016,7:00,21.61111111,21.32222222,21.86111111,50.89
4/29/2016,8:00,22.62777778,22.1,23.08888889,103.6
4/29/2016,9:00,24.03888889,23.33888889,24.91111111,190.4
4/29/2016,10:00,26.35,25.06111111,27.9,490
4/29/2016,11:00,29,27.97222222,29.92222222,812.75
4/29/2016,12:00,31.01666667,30.57222222,31.82222222,824.23
4/29/2016,13:00,31.69444444,30.47222222,32.27777778,790.9
4/29/2016,14:00,33.29444444,33.02777778,33.61111111,822.25
4/29/2016,15:00,33.2,32.77222222,33.55,467.7
4/29/2016,16:00,33.70555556,33.61111111,33.93888889,460.32
4/29/2016,17:00,32.77777778,31.01111111,33.55,186.64
4/29/2016,18:00,28.65555556,27.87222222,29.33888889,46.26
4/29/2016,19:00,26.44444444,25.95,27.17777778,2.79
4/29/2016,20:00,25.50555556,25.31111111,25.68888889,0
4/29/2016,21:00,24.1,23.47222222,24.78888889,0
4/29/2016,22:00,22.78888889,22.47222222,23.11111111,0
4/29/2016,23:00,21.91666667,21.53888889,22.15,0
4/30/2016,0:00,21.07777778,20.97222222,21.2,0
4/30/2016,1:00,20.42777778,20.27222222,20.57777778,0
4/30/2016,2:00,20.57222222,20.18888889,21.08888889,0.02
4/30/2016,3:00,21.31111111,21.23888889,21.45,0.08
4/30/2016,4:00,21,20.87222222,21.22222222,0.07
4/30/2016,5:00,20.81666667,20.66111111,20.96111111,0.53
4/30/2016,6:00,21.29444444,20.67777778,22.1,48.51
4/30/2016,7:00,23.46111111,22.51111111,24.52222222,201.2
4/30/2016,8:00,26.42222222,25.4,27.3,371.15
4/30/2016,9:00,28.83333333,28.1,29.65,525.55
4/30/2016,10:00,30.81666667,30.03888889,31.52222222,680.2
4/30/2016,11:00,32.12777778,31.77777778,32.6,747.3
4/30/2016,12:00,32.82222222,32.66111111,33.15,629.03
4/30/2016,13:00,32.94444444,32.85,33.01111111,596.63
4/30/2016,14:00,33.26666667,32.76111111,33.56111111,517.15
4/30/2016,15:00,33.30555556,32.96111111,34,438.02
4/30/2016,16:00,32.58333333,32.32777778,32.82222222,325.28
4/30/2016,17:00,31.87777778,31.57777778,32.31111111,205.2
4/30/2016,18:00,29.47222222,28.65,30.7,53.27
4/30/2016,19:00,26.93333333,26.55,27.68888889,2.03
4/30/2016,20:00,26.19444444,25.86111111,26.51111111,0
4/30/2016,21:00,25.27222222,24.87222222,25.68888889,0
4/30/2016,22:00,24.3,23.83888889,24.7,0
4/30/2016,23:00,23.46111111,23.15,23.68888889,0
5/1/2016,0:00,22.57777778,22.22222222,23.02777778,0
5/1/2016,1:00,21.83333333,21.77222222,21.97777778,0
5/1/2016,2:00,21.44444444,21.32222222,21.6,0
5/1/2016,3:00,21.37222222,21.28888889,21.42222222,0
5/1/2016,4:00,21.22777778,21.12222222,21.33888889,0
5/1/2016,5:00,20.82777778,20.57222222,21.01111111,0.23
5/1/2016,6:00,20.85,20.51111111,21.17222222,18.13
5/1/2016,7:00,22.6,21.41111111,23.75,177.61
5/1/2016,8:00,24.82777778,24.1,25.67777778,285.12
5/1/2016,9:00,27.6,26.32222222,28.42222222,608.47
5/1/2016,10:00,29.43333333,28.91111111,30.01111111,732.02
5/1/2016,11:00,30.68333333,30.15,31.05,822.25
5/1/2016,12:00,31.99444444,31.32777778,32.66111111,879
5/1/2016,13:00,32.97222222,32.76111111,33.21111111,860
5/1/2016,14:00,33.15,32.63888889,33.57222222,668.6
5/1/2016,15:00,33.82222222,33.56111111,34.11111111,645.9
5/1/2016,16:00,34.10555556,33.87777778,34.27222222,491.32
5/1/2016,17:00,33.1,32.43888889,33.75,309.83
5/1/2016,18:00,31.07222222,30.17222222,32.01111111,80.14
5/1/2016,19:00,27.63333333,26.66111111,29.21111111,2.97
5/1/2016,20:00,26.94444444,26.56111111,27.23888889,0
5/1/2016,21:00,25.63888889,24.87222222,25.97222222,0
5/1/2016,22:00,24.55,24.3,24.96111111,0
5/1/2016,23:00,23.77777778,23.65,23.96111111,0
5/2/2016,0:00,23.44444444,23.21111111,23.68888889,0
5/2/2016,1:00,22.87777778,22.63888889,23.17777778,0
5/2/2016,2:00,22.25,21.83888889,22.5,0
5/2/2016,3:00,20.87777778,20.62222222,21.4,0
5/2/2016,4:00,20.95,20.77222222,21.06111111,0
5/2/2016,5:00,20.86666667,20.71111111,20.92777778,0.32
5/2/2016,6:00,20.91111111,20.5,21.71111111,42.92
5/2/2016,7:00,23.39444444,22.17222222,24.62777778,215.5
5/2/2016,8:00,26.47777778,25.5,27.46111111,418.2
5/2/2016,9:00,28.65,28.06111111,29.1,618.67
5/2/2016,10:00,30.22222222,29.36111111,31.03888889,797.5
5/2/2016,11:00,30.94444444,30.41111111,31.9,732.57
5/2/2016,12:00,32.15,31.16111111,32.72222222,741.28
5/2/2016,13:00,32.42222222,31.82777778,32.63888889,569.3
5/2/2016,14:00,33.91111111,33.61111111,34.58888889,795.5
5/2/2016,15:00,34.11666667,32.98888889,34.72777778,528.67
5/2/2016,16:00,32.55555556,31.67222222,33.12222222,315.77
5/2/2016,17:00,30.77777778,30.46111111,31.2,230.9
5/2/2016,18:00,29.11111111,28.56111111,29.63888889,58.66
5/2/2016,19:00,27.28888889,26.28888889,28.07222222,1.72
5/2/2016,20:00,25.4,24.52777778,25.96111111,0
5/2/2016,21:00,23.87222222,23.72222222,24.02777778,0
5/2/2016,22:00,23.02777778,22.82222222,23.33888889,0
5/2/2016,23:00,23.55,23.47222222,23.61111111,0
5/3/2016,0:00,23.02222222,22.78888889,23.23888889,0
5/3/2016,1:00,21.88888889,21.33888889,22.62222222,0
5/3/2016,2:00,21.26111111,21.17777778,21.32777778,0
5/3/2016,3:00,21.47777778,21.41111111,21.57222222,0
5/3/2016,4:00,21.37222222,21.11111111,21.6,0
5/3/2016,5:00,20.93888889,20.8,21.13888889,0.27
5/3/2016,6:00,21.22777778,20.77777778,21.96111111,53.05
5/3/2016,7:00,23.62222222,22.68888889,24.58888889,225.95
