Period,time,Tavg,Tmin,Tmax
7/5/2016,13:00,32.52777778,31.72777778,34.02222222
7/5/2016,14:00,32.46666667,32.02222222,33.52777778
7/5/2016,15:00,34.06666667,33.81111111,34.33888889
7/5/2016,16:00,33.91111111,33.77222222,34.3
7/5/2016,17:00,33.26111111,32.35,33.71111111
7/5/2016,18:00,31.77777778,31.23888889,32.07777778
7/5/2016,19:00,29.8,28.65,30.85
7/5/2016,20:00,27.5,27,28.02777778
7/5/2016,21:00,26.02222222,25.52777778,26.46111111
7/5/2016,22:00,25.42222222,25.21111111,25.6
7/5/2016,23:00,24.83333333,24.57222222,25.11111111
7/6/2016,0:00,24.43888889,24.16111111,24.62777778
7/6/2016,1:00,23.75,23.6,23.98888889
7/6/2016,2:00,23.42777778,23.25,23.57777778
7/6/2016,3:00,23,22.97222222,23.03888889
7/6/2016,4:00,23.12777778,22.77222222,23.42777778
7/6/2016,5:00,23.28888889,23.12222222,23.4
7/6/2016,6:00,23.87222222,23.11111111,24.48888889
7/6/2016,7:00,26.62777778,25.23888889,27.82777778
7/6/2016,8:00,29.44444444,28.72222222,29.92777778
7/6/2016,9:00,30.99444444,30.72777778,31.52777778
7/6/2016,10:00,32.15555556,31.72222222,32.87222222
7/6/2016,11:00,33.28888889,33.05,33.85
7/6/2016,12:00,34.42222222,33.92222222,34.82777778
7/6/2016,13:00,35.21666667,35.07777778,35.35
7/6/2016,14:00,35.52777778,35.12777778,36.02777778
7/6/2016,15:00,35.69444444,35.31111111,36
7/6/2016,16:00,35.45555556,35.37222222,35.56111111
7/6/2016,17:00,35,34.67222222,35.38888889
7/6/2016,18:00,33.5,32.47222222,34.42777778
7/6/2016,19:00,29.96666667,28.18888889,31.87777778
7/6/2016,20:00,27.13333333,26.72777778,27.75
7/6/2016,21:00,25.42222222,24.96111111,26.07777778
7/6/2016,22:00,24.60555556,24.51111111,24.67777778
7/6/2016,23:00,24.67777778,24.1,25.05
7/7/2016,0:00,23.67222222,23.41111111,23.97222222
7/7/2016,1:00,23.1,23.02222222,23.25
7/7/2016,2:00,22.82222222,22.6,22.98888889
7/7/2016,3:00,22.78333333,22.65,22.88888889
7/7/2016,4:00,22.40555556,22.27777778,22.71111111
7/7/2016,5:00,22.38888889,22.17222222,22.52222222
7/7/2016,6:00,23.31666667,22.55,24.67777778
7/7/2016,7:00,27.07777778,25.9,28.43888889
7/7/2016,8:00,29.85,28.92222222,30.62222222
7/7/2016,9:00,31.36111111,30.77222222,32.03888889
7/7/2016,10:00,32.62222222,31.87222222,33.28888889
7/7/2016,11:00,33.27222222,32.91111111,33.65
7/7/2016,12:00,33.96111111,33.62222222,34.52222222
7/7/2016,13:00,34.57777778,33.72222222,35.02222222
7/7/2016,14:00,35.58333333,35.3,35.85
7/7/2016,15:00,35.47777778,34.93888889,36.02222222
7/7/2016,16:00,34.13333333,31.92777778,35.13888889
7/7/2016,17:00,34.85,34.57777778,35.02222222
7/7/2016,18:00,33.62777778,32.95,34.07777778
7/7/2016,19:00,30.62777778,28.85,32.33888889
7/7/2016,20:00,27.44444444,27.18888889,27.87222222
7/7/2016,21:00,27.47777778,27.21111111,27.62777778
7/7/2016,22:00,26.08333333,25.58888889,26.61111111
7/7/2016,23:00,25.06666667,24.92222222,25.27777778
7/8/2016,0:00,24.48333333,24.22777778,24.75
7/8/2016,1:00,24.17222222,24.08888889,24.33888889
7/8/2016,2:00,23.9,23.47777778,24.32222222
7/8/2016,3:00,23.38333333,23.32222222,23.48888889
7/8/2016,4:00,23.06666667,22.87777778,23.25
7/8/2016,5:00,22.86111111,22.78888889,22.91111111
7/8/2016,6:00,24.03888889,23.1,25.51111111
7/8/2016,7:00,28.17777778,27.07222222,28.98888889
7/8/2016,8:00,29.92222222,29.38888889,30.43888889
7/8/2016,9:00,31.53888889,30.85,32.01111111
7/8/2016,10:00,32.55555556,32.22222222,32.76111111
7/8/2016,11:00,33.44444444,32.85,34.07777778
7/8/2016,12:00,34.62222222,34.23888889,35.06111111
7/8/2016,13:00,35.53888889,34.96111111,36.13888889
7/8/2016,14:00,36.03333333,35.77777778,36.38888889
7/8/2016,15:00,36.49444444,36.38888889,36.58888889
7/8/2016,16:00,36.32777778,36.17222222,36.42777778
7/8/2016,17:00,35.71666667,35.3,35.98888889
7/8/2016,18:00,34.11666667,32.93888889,35.22222222
7/8/2016,19:00,31.32777778,30.43888889,32.18888889
7/8/2016,20:00,29.09444444,28.61111111,29.42222222
7/8/2016,21:00,27.24444444,26.8,27.97777778
7/8/2016,22:00,26.74444444,26.57777778,26.88888889
7/8/2016,23:00,26.28888889,26,26.67222222
7/9/2016,0:00,25.61111111,25.16111111,26.02222222
7/9/2016,1:00,25.07222222,24.81111111,25.31111111
7/9/2016,2:00,24.32777778,23.98888889,24.58888889
7/9/2016,3:00,23.77777778,23.63888889,23.86111111
7/9/2016,4:00,23.42222222,23.32222222,23.52222222
7/9/2016,5:00,23.27222222,23.18888889,23.35
7/9/2016,6:00,24.25,23.17777778,25.92777778
7/9/2016,7:00,27.86666667,26.71111111,28.98888889
7/9/2016,8:00,30.27222222,29.62777778,30.62777778
7/9/2016,9:00,31.77777778,31.37222222,32.38888889
7/9/2016,10:00,33.15555556,32.82777778,33.41111111
7/9/2016,11:00,34.07222222,33.87222222,34.26111111
7/9/2016,12:00,35.35,34.78888889,35.82222222
7/9/2016,13:00,35.7,34.7,36.47777778
7/9/2016,14:00,35.98333333,35.48888889,36.25
7/9/2016,15:00,36.20555556,35.55,36.81111111
7/9/2016,16:00,35.74444444,34.51111111,36.6
7/9/2016,17:00,33.43888889,33.07777778,33.92777778
7/9/2016,18:00,32.2,31.61111111,32.77222222
7/9/2016,19:00,30.70555556,29.7,31.65
7/9/2016,20:00,28.98333333,28.52777778,29.42777778
7/9/2016,21:00,27.67777778,27.37222222,28.07222222
7/9/2016,22:00,26.63333333,26.07777778,27.12222222
7/9/2016,23:00,25.48888889,25.31111111,25.72222222
7/10/2016,0:00,24.87222222,24.37222222,25.32222222
7/10/2016,1:00,24.28888889,24.01111111,24.43888889
7/10/2016,2:00,23.6,23.3,23.95
7/10/2016,3:00,23.13888889,23.02222222,23.32222222
7/10/2016,4:00,22.95555556,22.9,22.97777778
7/10/2016,5:00,22.86666667,22.57777778,23
7/10/2016,6:00,23.45,22.57777778,24.7
7/10/2016,7:00,27.32777778,25.82777778,28.51111111
7/10/2016,8:00,30.19444444,29.17777778,31.16111111
7/10/2016,9:00,31.59444444,31.1,32.43888889
7/10/2016,10:00,32.83888889,32.66111111,33.02222222
7/10/2016,11:00,33.83888889,33.43888889,34.36111111
7/10/2016,12:00,34.11666667,33.21111111,35.07222222
7/10/2016,13:00,35.22777778,33.73888889,35.83888889
7/10/2016,14:00,36.44444444,35.97777778,36.98888889
7/10/2016,15:00,36.69444444,36.27222222,36.88888889
7/10/2016,16:00,35.68333333,34.91111111,36.8
7/10/2016,17:00,33.06111111,32.86111111,33.4
7/10/2016,18:00,31.99444444,31.03888889,32.85
7/10/2016,19:00,29.48888889,28.2,30.57222222
7/10/2016,20:00,27.15555556,26.53888889,27.71111111
7/10/2016,21:00,26.07777778,25.83888889,26.52777778
7/10/2016,22:00,25.17222222,24.76111111,25.6
7/10/2016,23:00,24.37777778,24.15,24.62777778
7/11/2016,0:00,23.85555556,23.73888889,24
7/11/2016,1:00,23.46666667,23.32222222,23.68888889
7/11/2016,2:00,23.36666667,23.27222222,23.47222222
7/11/2016,3:00,23.08888889,22.76111111,23.37222222
7/11/2016,4:00,22.45,22.17777778,22.67222222
7/11/2016,5:00,22.23333333,22.12777778,22.35
7/11/2016,6:00,23.27777778,22.07222222,24.95
7/11/2016,7:00,27.52777778,26.37222222,28.98888889
7/11/2016,8:00,30.66111111,29.93888889,31.41111111
7/11/2016,9:00,32.08888889,31.62777778,32.65
7/11/2016,10:00,33.48888889,33.35,33.73888889
7/11/2016,11:00,33.84444444,33.08888889,35.13888889
7/11/2016,12:00,35.3,34.77777778,35.92222222
7/11/2016,13:00,35.09444444,34.2,35.78888889
7/11/2016,14:00,29.56666667,28.23888889,32.05
7/11/2016,15:00,32.12222222,29.42777778,34.07222222
7/11/2016,16:00,32.79444444,32.01111111,33.7
7/11/2016,17:00,33.48333333,32.37777778,34.32222222
7/11/2016,18:00,33.21111111,32.07222222,33.81111111
7/11/2016,19:00,30.78888889,30.15,31.62222222
7/11/2016,20:00,29.11111111,28.56111111,29.68888889
7/11/2016,21:00,27.98888889,27.82777778,28.18888889
7/11/2016,22:00,27.82777778,27.75,27.93888889
7/11/2016,23:00,27.57777778,26.86111111,28.03888889
7/12/2016,0:00,26.11111111,25.87222222,26.51111111
7/12/2016,1:00,25.32777778,24.95,25.87777778
7/12/2016,2:00,24.61111111,24.42777778,24.92222222
7/12/2016,3:00,23.78888889,23.62222222,24.07777778
7/12/2016,4:00,23.62777778,23.47222222,23.77777778
7/12/2016,5:00,23.2,23.05,23.46111111
7/12/2016,6:00,23.83333333,23.12777778,24.7
7/12/2016,7:00,27.92222222,26.21111111,29.33888889
7/12/2016,8:00,30.12222222,29.77222222,30.67777778
7/12/2016,9:00,31.88333333,31.22222222,32.42222222
7/12/2016,10:00,33.86111111,33.02222222,34.42777778
7/12/2016,11:00,34.64444444,34.03888889,35.3
7/12/2016,12:00,35.46111111,35.17777778,35.76111111
7/12/2016,13:00,36.60555556,36.4,36.87222222
7/12/2016,14:00,35.53333333,34.01111111,36.75
7/12/2016,15:00,30.31111111,28.73888889,33.22777778
7/12/2016,16:00,28.79444444,28.66111111,28.95
7/12/2016,17:00,28.42777778,27.61111111,29.11111111
7/12/2016,18:00,26.47777778,26.33888889,26.78888889
7/12/2016,19:00,25.82222222,25.56111111,26.16111111
7/12/2016,20:00,25.29444444,25.13888889,25.38888889
7/12/2016,21:00,24.97222222,24.61111111,25.23888889
7/12/2016,22:00,24.05555556,23.91111111,24.32777778
7/12/2016,23:00,23.83333333,23.41111111,24.12222222
7/13/2016,0:00,23.17222222,23.05,23.3
7/13/2016,1:00,22.90555556,22.66111111,23.17222222
7/13/2016,2:00,22.58888889,22.52777778,22.68888889
7/13/2016,3:00,22.58888889,22.38888889,22.73888889
7/13/2016,4:00,21.88888889,21.63888889,22.26111111
7/13/2016,5:00,21.56666667,21.42777778,21.63888889
7/13/2016,6:00,22.66666667,21.82222222,24.07222222
7/13/2016,7:00,26.32222222,24.78888889,27.38888889
7/13/2016,8:00,28.89444444,27.87777778,29.72777778
7/13/2016,9:00,30.05,29.68888889,30.53888889
7/13/2016,10:00,31.71111111,31.37222222,32.37777778
7/13/2016,11:00,33.18888889,32.57777778,33.61111111
7/13/2016,12:00,34.82777778,34.08888889,35.4
7/13/2016,13:00,35.93333333,35.76111111,36.17777778
7/13/2016,14:00,36.41666667,36.21111111,36.57222222
7/13/2016,15:00,37.22777778,37.02777778,37.36111111
7/13/2016,16:00,34.56111111,32.2,37.48888889
7/13/2016,17:00,29.12777778,28.67777778,30.07222222
7/13/2016,18:00,27.75,27.52222222,28.26111111
7/13/2016,19:00,27.62777778,27.51111111,27.76111111
7/13/2016,20:00,27.52777778,27.33888889,27.67222222
7/13/2016,21:00,26.55555556,26.11111111,27.02222222
7/13/2016,22:00,25.36666667,25.06111111,25.86111111
7/13/2016,23:00,24.98333333,24.75,25.21111111
7/14/2016,0:00,24.42222222,24.26111111,24.56111111
7/14/2016,1:00,23.87222222,23.75,24.12222222
7/14/2016,2:00,23.76111111,23.62777778,23.87222222
7/14/2016,3:00,23.26666667,22.92777778,23.55
7/14/2016,4:00,22.86111111,22.5,23.17222222
7/14/2016,5:00,22.59444444,22.52222222,22.72777778
7/14/2016,6:00,23.4,22.72222222,24.41111111
7/14/2016,7:00,26.94444444,25.23888889,28.48888889
7/14/2016,8:00,30.15,29.28888889,30.95
7/14/2016,9:00,32.05555556,31.36111111,32.76111111
7/14/2016,10:00,33.62777778,33,34.65
7/14/2016,11:00,34.29444444,33.73888889,34.78888889
7/14/2016,12:00,34.53888889,33.88888889,35.3
7/14/2016,13:00,35.21666667,33.77222222,35.97777778
7/14/2016,14:00,34.85555556,34.33888889,36.02222222
7/14/2016,15:00,34.47222222,34.05,35.22777778
7/14/2016,16:00,32.29444444,31.62777778,32.98888889
7/14/2016,17:00,29.75,28.1,31.02777778
7/14/2016,18:00,28.37222222,28.12222222,28.57222222
7/14/2016,19:00,27.27777778,27.02222222,27.77777778
7/14/2016,20:00,26.51111111,26.21111111,26.73888889
7/14/2016,21:00,26.04444444,25.81111111,26.23888889
7/14/2016,22:00,25.26666667,25.07222222,25.65
7/14/2016,23:00,24.63888889,24.3,24.98888889
7/15/2016,0:00,24.36666667,24.17222222,24.47777778
7/15/2016,1:00,23.8,23.57777778,24.02222222
7/15/2016,2:00,23.43888889,23.3,23.56111111
7/15/2016,3:00,23.29444444,23.26111111,23.32777778
7/15/2016,4:00,23.35555556,23.31111111,23.47222222
7/15/2016,5:00,22.88888889,22.78888889,23.16111111
7/15/2016,6:00,23.52222222,22.83888889,24.42777778
7/15/2016,7:00,26.72777778,25.28888889,27.61111111
7/15/2016,8:00,29.24444444,27.9,30.05
7/15/2016,9:00,31.43333333,30.65,32.21111111
7/15/2016,10:00,33.37777778,32.82222222,33.78888889
7/15/2016,11:00,34.98888889,34.23888889,35.52222222
7/15/2016,12:00,34.17777778,33.57777778,35.37222222
7/15/2016,13:00,35.92777778,35.37777778,36.36111111
7/15/2016,14:00,36.21111111,35.95,36.58888889
7/15/2016,15:00,29.19444444,25.71111111,34.48888889
7/15/2016,16:00,25.06666667,24.78888889,25.27777778
7/15/2016,17:00,25.32777778,25.02222222,25.62777778
7/15/2016,18:00,25.76111111,25.72222222,25.82777778
7/15/2016,19:00,25.45555556,25.27777778,25.67222222
7/15/2016,20:00,24.65,24.26111111,25.06111111
7/15/2016,21:00,23.84444444,23.58888889,24.02222222
7/15/2016,22:00,23.27777778,23.1,23.41111111
7/15/2016,23:00,23.14444444,23,23.31111111
7/16/2016,0:00,22.92777778,22.75,23.18888889
7/16/2016,1:00,22.63888889,22.52777778,22.72222222
7/16/2016,2:00,22.9,22.71111111,23.02222222
7/16/2016,3:00,22.13888889,22.02777778,22.37777778
7/16/2016,4:00,21.87222222,21.73888889,22.05
7/16/2016,5:00,21.65,21.56111111,21.77777778
7/16/2016,6:00,22.85555556,22.07777778,23.88888889
7/16/2016,7:00,25.80555556,24.78888889,27.17222222
7/16/2016,8:00,29.15,28.18888889,30.03888889
7/16/2016,9:00,31.31111111,30.47222222,31.92222222
7/16/2016,10:00,32.3,31.78888889,32.82222222
7/16/2016,11:00,33.1,32.32222222,34.42777778
7/16/2016,12:00,33.77222222,33.37222222,34.47222222
7/16/2016,13:00,32.05555556,30.53888889,33.58888889
7/16/2016,14:00,28.98888889,25.35,31.37222222
7/16/2016,15:00,25.32777778,25,25.82222222
7/16/2016,16:00,26.22222222,26.06111111,26.32222222
7/16/2016,17:00,26.58888889,26.46111111,26.86111111
7/16/2016,18:00,27.15,27.07777778,27.26111111
7/16/2016,19:00,26.42222222,25.87777778,27.07222222
7/16/2016,20:00,25.29444444,24.8,25.82777778
7/16/2016,21:00,24.51111111,24.42222222,24.7
7/16/2016,22:00,24.47222222,24.08888889,24.77222222
7/16/2016,23:00,23.41111111,23.12222222,23.73888889
7/17/2016,0:00,22.67777778,22.42222222,22.96111111
7/17/2016,1:00,22.3,22.22777778,22.37777778
7/17/2016,2:00,21.92222222,21.72777778,22.08888889
7/17/2016,3:00,21.65,21.62222222,21.7
7/17/2016,4:00,21.57777778,21.47777778,21.7
7/17/2016,5:00,21.56666667,21.51111111,21.63888889
7/17/2016,6:00,21.95,21.48888889,22.93888889
7/17/2016,7:00,25.84444444,24.17222222,27.67222222
7/17/2016,8:00,29.42222222,28.36111111,30.3
7/17/2016,9:00,31.23888889,30.92222222,31.82222222
7/17/2016,10:00,31.92222222,31.56111111,32.41111111
7/17/2016,11:00,33.23888889,32.43888889,33.82222222
7/17/2016,12:00,34.54444444,34.12777778,34.93888889
7/17/2016,13:00,34.56111111,34.17777778,35.22222222
7/17/2016,14:00,32.07222222,27.75,35.13888889
7/17/2016,15:00,26.60555556,26.33888889,26.98888889
7/17/2016,16:00,28.27222222,27.93888889,28.5
7/17/2016,17:00,26.79444444,25.45,28.41111111
7/17/2016,18:00,24.7,24.47777778,24.86111111
7/17/2016,19:00,24.66111111,24.58888889,24.81111111
7/17/2016,20:00,24.60555556,24.4,24.97222222
7/17/2016,21:00,24.27777778,24.02222222,24.56111111
7/17/2016,22:00,23.89444444,23.8,23.97222222
7/17/2016,23:00,24.52777778,24.21111111,24.76111111
7/18/2016,0:00,24.19444444,23.97777778,24.4
7/18/2016,1:00,23.90555556,23.76111111,24.08888889
7/18/2016,2:00,23.50555556,23.22222222,23.82777778
7/18/2016,3:00,22.90555556,22.62777778,23.26111111
7/18/2016,4:00,22.26666667,21.86111111,22.43888889
7/18/2016,5:00,22.02777778,21.91111111,22.17222222
7/18/2016,6:00,22.46666667,21.93888889,23.07777778
7/18/2016,7:00,25.77777778,24.2,26.47222222
7/18/2016,8:00,27.42777778,26.62222222,28.72222222
7/18/2016,9:00,29.62777778,29.11111111,30.07222222
7/18/2016,10:00,31.24444444,30.71111111,31.65
7/18/2016,11:00,32.18888889,31.52777778,32.63888889
7/18/2016,12:00,31.97777778,31.75,32.22222222
7/18/2016,13:00,32.17222222,31.37777778,32.67222222
7/18/2016,14:00,30.68888889,30.52777778,30.95
7/18/2016,15:00,28.96666667,28.45,29.77222222
7/18/2016,16:00,29.42222222,28.85,29.92777778
7/18/2016,17:00,30.57222222,30.12222222,30.76111111
7/18/2016,18:00,29.55555556,28.72222222,30.48888889
7/18/2016,19:00,27.35555556,26.15,28.36111111
7/18/2016,20:00,25.41666667,25.23888889,25.63888889
7/18/2016,21:00,26.36111111,26.18888889,26.52777778
7/18/2016,22:00,25.73888889,25.37777778,26.02777778
7/18/2016,23:00,24.75555556,24.33888889,25.08888889
7/19/2016,0:00,23.12777778,22.77222222,23.67777778
7/19/2016,1:00,22.46111111,22.15,22.62777778
7/19/2016,2:00,21.82777778,21.67777778,21.96111111
7/19/2016,3:00,21.65555556,21.58888889,21.7
7/19/2016,4:00,21.65555556,21.58888889,21.71111111
7/19/2016,5:00,21.60555556,21.57222222,21.62777778
7/19/2016,6:00,22.19444444,21.61111111,23.35
7/19/2016,7:00,26.51666667,24.92777778,27.92777778
7/19/2016,8:00,29.37222222,28.43888889,30.32777778
7/19/2016,9:00,30.6,30.18888889,31.2
7/19/2016,10:00,32.27222222,31.72222222,32.72222222
7/19/2016,11:00,33.33888889,32.91111111,33.67777778
7/19/2016,12:00,34.62222222,34.12777778,35.08888889
7/19/2016,13:00,35.68333333,34.96111111,36.52222222
7/19/2016,14:00,34.35,31.62777778,35.71111111
7/19/2016,15:00,28.76666667,28.1,30.02222222
7/19/2016,16:00,31.38333333,29.82222222,32.12777778
7/19/2016,17:00,31.66666667,30.7,32.68888889
7/19/2016,18:00,28.52222222,27.96111111,29.15
7/19/2016,19:00,26.27222222,25.8,27.07222222
7/19/2016,20:00,24.91111111,24.48888889,25.6
7/19/2016,21:00,24.01111111,23.7,24.42777778
7/19/2016,22:00,23.40555556,23.27777778,23.5
7/19/2016,23:00,23.12222222,23.01111111,23.27777778
7/20/2016,0:00,22.51111111,22.41111111,22.67222222
7/20/2016,1:00,22.35,22.31111111,22.41111111
7/20/2016,2:00,21.8,21.62777778,22.07222222
7/20/2016,3:00,21.75,21.52777778,22.32777778
7/20/2016,4:00,22.81666667,22.53888889,23.1
7/20/2016,5:00,22.16666667,21.9,22.42222222
7/20/2016,6:00,23.05,21.97222222,24.76111111
7/20/2016,7:00,27.3,26.41111111,28.32222222
7/20/2016,8:00,29.53333333,28.9,29.92777778
7/20/2016,9:00,30.71111111,29.37222222,31.43888889
7/20/2016,10:00,32.71666667,31.62222222,33.38888889
7/20/2016,11:00,33.45,33.12777778,33.7
7/20/2016,12:00,34.25555556,33.5,34.97777778
7/20/2016,13:00,34.49444444,33.63888889,36.05
7/20/2016,14:00,36.17222222,35.97777778,36.51111111
7/20/2016,15:00,35.68888889,34.87777778,36.77777778
7/20/2016,16:00,35.7,35.3,36.32777778
7/20/2016,17:00,35.76111111,35.37222222,36.22222222
7/20/2016,18:00,32.95,30.66111111,35.55
7/20/2016,19:00,30.1,29.41111111,30.77777778
7/20/2016,20:00,28.63333333,28.32222222,29.02222222
7/20/2016,21:00,27.35,26.6,28.11111111
7/20/2016,22:00,25.72222222,25.38888889,26.16111111
7/20/2016,23:00,25.1,25.05,25.16111111
7/21/2016,0:00,24.62777778,24.51111111,24.77222222
7/21/2016,1:00,24.63888889,24.42222222,24.75
7/21/2016,2:00,23.90555556,23.65,24.17222222
7/21/2016,3:00,23.41111111,23.3,23.52777778
7/21/2016,4:00,23.12777778,23.07777778,23.2
7/21/2016,5:00,22.89444444,22.73888889,23.06111111
7/21/2016,6:00,23.45,22.78888889,24.6
7/21/2016,7:00,27.13888889,25.57222222,28.63888889
7/21/2016,8:00,29.73333333,28.92777778,30.73888889
7/21/2016,9:00,31.83333333,31.05,32.61111111
7/21/2016,10:00,32.89444444,32.68888889,33.46111111
7/21/2016,11:00,33.47777778,32.45,34.68888889
7/21/2016,12:00,35.11111111,34.07777778,35.72222222
7/21/2016,13:00,36.29444444,36.03888889,36.58888889
7/21/2016,14:00,36.57777778,36.3,37.03888889
7/21/2016,15:00,36.57777778,36.03888889,37.27777778
7/21/2016,16:00,34.99444444,32.5,35.93888889
7/21/2016,17:00,32.76111111,32.32222222,33.02777778
7/21/2016,18:00,29.37222222,28.32222222,30.8
7/21/2016,19:00,27.27222222,26.9,28.05
7/21/2016,20:00,26.26666667,25.87222222,26.93888889
7/21/2016,21:00,25.27777778,24.57777778,25.87222222
7/21/2016,22:00,25.05,24.52777778,25.51111111
7/21/2016,23:00,24.74444444,24.53888889,24.97222222
7/22/2016,0:00,24.8,24.6,24.92777778
7/22/2016,1:00,24.67222222,24.32777778,25.02777778
7/22/2016,2:00,23.96111111,23.82777778,24.16111111
7/22/2016,3:00,23.52777778,23.42777778,23.63888889
7/22/2016,4:00,23.21666667,23.07222222,23.37777778
7/22/2016,5:00,22.8,22.62777778,22.92777778
7/22/2016,6:00,23.46666667,22.67777778,24.58888889
7/22/2016,7:00,27.37777778,25.82222222,28.61111111
7/22/2016,8:00,30.05,29.11111111,31.03888889
7/22/2016,9:00,31.63888889,31.16111111,32.01111111
7/22/2016,10:00,32.76666667,32.52777778,33.12222222
7/22/2016,11:00,34.06111111,33.87222222,34.3
7/22/2016,12:00,34.87777778,33.97777778,35.27222222
7/22/2016,13:00,36.08888889,35.78888889,36.47777778
7/22/2016,14:00,36.65,36.23888889,37.06111111
7/22/2016,15:00,30.22777778,27.01111111,35.4
7/22/2016,16:00,28.97222222,27.55,30.12222222
7/22/2016,17:00,30.02222222,29.47222222,30.4
7/22/2016,18:00,29.09444444,28.85,29.58888889
7/22/2016,19:00,27.81111111,27.06111111,28.58888889
7/22/2016,20:00,26.24444444,25.92777778,26.57777778
7/22/2016,21:00,25.38888889,25.11111111,25.62222222
7/22/2016,22:00,25.06111111,24.92777778,25.22777778
7/22/2016,23:00,24.45,24.26111111,24.77222222
7/23/2016,0:00,23.90555556,23.72777778,24.12777778
7/23/2016,1:00,23.55,23.15,23.76111111
7/23/2016,2:00,22.86666667,22.72222222,23.03888889
7/23/2016,3:00,22.65555556,22.51111111,22.78888889
7/23/2016,4:00,22.37777778,22.27222222,22.51111111
7/23/2016,5:00,22.03333333,21.82777778,22.25
7/23/2016,6:00,22.53888889,21.86111111,23.38888889
7/23/2016,7:00,26.19444444,24.93888889,27.57777778
7/23/2016,8:00,28.31666667,27.77777778,28.92222222
7/23/2016,9:00,30.22222222,29.43888889,30.91111111
7/23/2016,10:00,31.73333333,30.92777778,32.67777778
7/23/2016,11:00,33.64444444,33.07777778,34.2
7/23/2016,12:00,34.76666667,34.5,35.21111111
7/23/2016,13:00,34.63333333,34.37777778,34.82777778
7/23/2016,14:00,36.14444444,35.72777778,36.51111111
7/23/2016,15:00,36.38333333,36.3,36.47222222
7/23/2016,16:00,36.35,36.16111111,36.51111111
7/23/2016,17:00,35.09444444,33.2,36.41111111
7/23/2016,18:00,32.26666667,31.5,32.92777778
7/23/2016,19:00,28.29444444,26.96111111,30.9
7/23/2016,20:00,25.17777778,24.63888889,26.05
7/23/2016,21:00,24.95,24.8,25.1
7/23/2016,22:00,25.17777778,24.7,25.53888889
7/23/2016,23:00,24.13888889,23.87222222,24.55
7/24/2016,0:00,23.32777778,22.95,23.9
7/24/2016,1:00,22.53888889,22.32222222,22.76111111
7/24/2016,2:00,22.26666667,21.93888889,22.47777778
7/24/2016,3:00,21.65,21.53888889,21.71111111
7/24/2016,4:00,21.8,21.7,21.9
7/24/2016,5:00,21.70555556,21.6,21.78888889
7/24/2016,6:00,22.15,21.57777778,23.17222222
7/24/2016,7:00,25.53888889,24.52222222,26.61111111
7/24/2016,8:00,28.71111111,27.35,29.93888889
7/24/2016,9:00,31.17777778,30.87222222,31.73888889
7/24/2016,10:00,32.47222222,31.75,33.27777778
7/24/2016,11:00,33.61111111,32.91111111,34.4
7/24/2016,12:00,35.33888889,35.22222222,35.5
7/24/2016,13:00,35.7,35.26111111,36.06111111
7/24/2016,14:00,36.57222222,36.45,36.8
7/24/2016,15:00,36.90555556,36.4,37.16111111
7/24/2016,16:00,37.3,37.17777778,37.41111111
7/24/2016,17:00,36.03888889,34.92777778,37
7/24/2016,18:00,32.86666667,31.21111111,33.93888889
7/24/2016,19:00,28.00555556,27.2,28.87222222
7/24/2016,20:00,25.90555556,24.98888889,26.81111111
7/24/2016,21:00,24.28888889,23.98888889,24.83888889
7/24/2016,22:00,23.94444444,23.78888889,24.28888889
7/24/2016,23:00,23.16111111,22.88888889,23.46111111
7/25/2016,0:00,22.38888889,22.27777778,22.57777778
7/25/2016,1:00,21.87222222,21.67777778,22.22222222
7/25/2016,2:00,21.62222222,21.46111111,21.77222222
7/25/2016,3:00,21.34444444,21.23888889,21.4
7/25/2016,4:00,21.14444444,21.06111111,21.32777778
7/25/2016,5:00,20.75,20.62777778,20.92222222
7/25/2016,6:00,21.22222222,20.55,22.55
7/25/2016,7:00,24.46111111,23.16111111,25.72777778
7/25/2016,8:00,27.58333333,26.52222222,28.55
7/25/2016,9:00,30.01666667,29.11111111,30.91111111
7/25/2016,10:00,31.88333333,31.15,32.3
7/25/2016,11:00,32.71666667,32.47777778,33
7/25/2016,12:00,33.53888889,33.07222222,33.97777778
7/25/2016,13:00,34.57777778,33.92777778,35.11111111
7/25/2016,14:00,36.05555556,35.38888889,36.43888889
7/25/2016,15:00,34.65,33.91111111,35.86111111
7/25/2016,16:00,32.06666667,30.26111111,33.3
7/25/2016,17:00,29.29444444,28.92777778,29.62222222
7/25/2016,18:00,27.98333333,26.31111111,29.21111111
7/25/2016,19:00,25.50555556,25.31111111,25.77222222
7/25/2016,20:00,25.03888889,24.9,25.25
7/25/2016,21:00,24.67222222,24.56111111,24.8
7/25/2016,22:00,24.79444444,24.72777778,24.83888889
7/25/2016,23:00,24.88333333,24.77777778,24.96111111
